[0] 3:20	[music]
[732] 35:44	"Hey, you know what?
[733] 35:46	Uh that they may be one
[734] 35:49	isn't doesn't mean one church, doesn't
[735] 35:52	mean
[736] 35:53	unity of of belief. It it means say one
[737] 35:58	purpose. And in the same way, they're
[738] 36:00	going to uh
[739] 36:01	um tie that that to the Father and the
[740] 36:05	Son being one in purpose.
[741] 36:07	But, they're going to maintain that that
[742] 36:10	sort of biological distinction that the
[743] 36:13	Father biologically begat
[744] 36:17	um um the Son
[745] 36:20	as a as a as a god in the same way that
[746] 36:23	he begat Satan as a god, that he begat
[747] 36:27	other Mormons in good standing in the
[748] 36:29	Mormon Church as gods.
[749] 36:31	So,
[750] 36:32	so there's a lot there.
[751] 36:35	Um there's a lot of of
[752] 36:38	heavy lifting that the redefinition is
[753] 36:41	doing here.
[754] 36:44	And the case of of Islam,
[755] 36:47	uh they're going to they're going to do
[756] 36:48	something similar here, but in the case
[757] 36:50	of Islam, they're not even going to
[758] 36:51	accept the authority of the Bible.
[759] 36:54	They'll just claim it is a is a um
[760] 36:59	um
[761] 37:01	corrupted work.
[762] 37:03	So,
[763] 37:04	so if you do try to explain this passage
[764] 37:07	to a Muslim, you're just going to waste
[765] 37:08	your time.
[766] 37:10	Essentially,
[767] 37:11	it's not going to be In both cases, what
[768] 37:13	you're dealing here with Mormons and
[769] 37:15	Muslims is cultural apologetic.
[770] 37:19	Cultural apologetic is what within their
[771] 37:21	culture is going to convince them.
[772] 37:24	And just citing Bible passages does not
[773] 37:26	work against cultural apologetic. Never
[774] 37:29	has.
[775] 37:31	What does ultimately work with cultural
[776] 37:34	apologetics is the rules of their
[777] 37:36	apologetic system applied to their own
[778] 37:39	works.
[779] 37:41	That's the only sort of thing that gets
[780] 37:42	right through them. This is one of the
[781] 37:44	reasons why, for example, the fraud that
[782] 37:47	was done in the translation of the Book
[783] 37:48	of Abraham is so powerful against
[784] 37:51	Mormonism.
[785] 37:52	It's because it undercuts the rules of
[786] 37:56	of Mormon tradition,
[787] 37:59	that Mormon cultural understanding,
[788] 38:01	which is that
[789] 38:03	prophets can't can't err.
[790] 38:05	They can't make mistakes.
[791] 38:08	If it comes from a prophet, it's it's
[792] 38:10	the word of God. So,
[793] 38:17	so it's one of those things that, you
[794] 38:19	know, unless you're sort of going to get
[795] 38:20	at the cultural apologetic
[796] 38:23	of Mormonism or Islam,
[797] 38:26	you're best not to go down this road.
[798] 38:28	So, this is why even though this is a
[799] 38:30	strong statement of
[800] 38:33	Trinitarian theology,
[801] 38:35	it's just not going to to to have
[802] 38:38	traction with them.
[803] 38:40	So, I hope that helps. Thank you very
[804] 38:42	much for the super chat. Very much
[805] 38:43	appreciated.
[806] 38:49	Dark blade.
[807] 38:53	Ask the question. Did the Greeks and
[808] 38:55	Romans try to convert Egypt from beer to
[809] 38:56	wine?
[810] 38:58	No, they didn't.
[811] 39:02	They they
[812] 39:04	the Egyptian royalty drank wine going
[813] 39:07	back to the earliest dynasties of Egypt.
[814] 39:11	Egypt always had wine.
[815] 39:15	Um
[816] 39:16	I know there there there's some people
[817] 39:18	out there that have said that Egypt
[818] 39:19	didn't have wine
[819] 39:20	until I don't know, middle kingdom or
[820] 39:22	something like that, but that's not
[821] 39:24	true.
[822] 39:25	We have wine dockers going all the way
[823] 39:27	back to the predynastic period.
[824] 39:29	So, Egypt was drinking wine from the
[825] 39:32	very beginning.
[826] 39:33	One of the things about wine though
[827] 39:36	is it was a
[828] 39:40	it was a drink for nobility.
[829] 39:43	Okay? The upper class drank wine.
[830] 39:47	Lower class drank beer.
[831] 39:49	You drank beer to stay hydrated.
[832] 39:52	You drank wine to get drunk.
[833] 39:55	So, people that wanted to hit the liquor
[834] 39:57	hard, they were wine drinkers.
[835] 40:01	So, while the Greeks and Romans had
[836] 40:03	wine,
[837] 40:04	that wasn't a new thing for Egypt.
[838] 40:07	>> Brian.
[839] 40:09	Do you have time to talk
[840] 40:12	>> [laughter]
[841] 40:14	>> Brian Going Camp, do you have time to
[842] 40:16	talk about a little Sauvignon Grigio?
[843] 40:19	>> [laughter]
[844] 40:22	>> I'm like Pinot Grigio.
[845] 40:24	>> [laughter]
[846] 40:25	>> A very acerbic wine.
[847] 40:27	I'm not a fan. Not a fan of I can't
[848] 40:30	understand why that wine took off. It's
[849] 40:32	not a good wine.
[850] 40:34	It's It's It's a greenish, sickly
[851] 40:38	um
[852] 40:40	acidic white wine. Not good.
[853] 40:50	All right, next one here.
[854] 40:53	Uh Justin Rhino.
[855] 40:55	Can God's grace be applied to a person
[856] 40:57	without sin?
[857] 40:58	Sure.
[858] 40:59	Absolutely.
[859] 41:01	Here's what God's grace is in a
[860] 41:02	nutshell.
[861] 41:03	It's unmerited
[862] 41:06	favor.
[863] 41:08	That's it.
[864] 41:10	God can dis- can can show unmerited
[865] 41:13	favor
[866] 41:14	to people in many, many ways.
[867] 41:18	And it doesn't necessarily have to apply
[868] 41:21	to sin.
[869] 41:23	Like, for example,
[870] 41:25	a child's born to a
[871] 41:27	to a a
[872] 41:29	a couple that is going to nurture that
[873] 41:33	child to be a great blessing for the
[874] 41:35	gospel.
[875] 41:37	That's an example of God demonstrating
[876] 41:40	unmerited favor.
[877] 41:42	He has no reason
[878] 41:44	to favor that child over any other.
[879] 41:47	But yet, he has chosen that child for
[880] 41:51	unmerited privilege and favor.
[881] 41:55	So,
[882] 41:56	it's not It's not mercy, per se,
[883] 42:00	but it is grace.
[884] 42:03	>> [snorts]
[885] 42:03	>> And grace abounds in many ways that we
[886] 42:05	will never see.
[887] 42:07	And I think that's so cool.
[888] 42:09	That that God's grace is not just
[889] 42:13	limited to
[890] 42:15	the forgiveness of sins. It is that, but
[891] 42:18	it's so much more.
[892] 42:20	It's blessings. It's restoration.
[893] 42:23	It's training in righteousness. It's
[894] 42:26	It's God revealing the secrets of his
[895] 42:28	word to you.
[896] 42:30	There are so many ways that God shows
[897] 42:33	his his his boundless grace.
[898] 42:37	It It's
[899] 42:39	It's
[900] 42:40	I mean, it's hard to even fathom it all.
[901] 42:44	So, yeah, I think I think there's
[902] 42:46	definitely ways that people can get
[903] 42:49	grace without having a to apply to sin.
[904] 42:52	So, hope that helps.
[905] 42:57	Okay, starting permit with a member
[906] 42:59	question here.
[907] 43:02	Uh foodie question, have you ever tried
[908] 43:04	Scottish food?
[909] 43:05	Yes, I have. When I lived in England, I
[910] 43:08	tried Scottish food.
[911] 43:10	Uh
[912] 43:11	I tried haggis.
[913] 43:13	I liked haggis.
[914] 43:14	I liked it a lot.
[915] 43:17	Um I wouldn't buy haggis outside of the
[916] 43:20	UK.
[917] 43:22	And even within the UK, I would only buy
[918] 43:24	a Scottish brand of haggis.
[919] 43:27	Especially the real McCoy.
[920] 43:29	But
[921] 43:30	But haggis is delicious. Prepare it
[922] 43:32	right. It's It's so good.
[923] 43:35	It was so yummy.
[924] 43:38	I would definitely eat haggis by choice.
[925] 43:41	Scottish haggis, the real McCoy. Not Not
[926] 43:44	some off-brand
[927] 43:46	uh import from uh
[928] 43:49	uh
[929] 43:51	Ohio.
[930] 43:52	>> [laughter]
[931] 44:01	>> Okay. So, yeah, I've had Scottish food.
[932] 44:04	I've had haggis. I like haggis.
[933] 44:06	Um I would probably rate it
[934] 44:11	say uh, haggis is one of three related
[935] 44:15	um
[936] 44:16	sausages in England, which is blood put
[937] 44:19	uh black pudding,
[938] 44:21	haggis, and white pudding.
[939] 44:23	Um
[940] 44:27	I I ate more of the black pudding than I
[941] 44:29	did of the others.
[942] 44:33	And fried with with ketchup it was
[943] 44:35	pretty pretty darn good.
[944] 44:38	Mrs. Producer won't touch the stuff.
[945] 44:41	That's up to her.
[946] 44:42	That's on her.
[947] 44:46	Okay. Um
[948] 44:48	let's move on now.
[949] 44:50	>> [laughter]
[950] 44:51	>> Oh, tell me it's not that bad. It ain't
[951] 44:53	that bad.
[952] 44:57	>> [laughter]
[953] 45:00	>> Milo Mortimer says, "Haggis is like the
[954] 45:02	Twinkie wiener sandwich of traditional
[955] 45:05	foods."
[956] 45:08	Um, it's
[957] 45:10	it's it's good. What can I say? It
[958] 45:13	tastes better than hot dogs. I'd rather
[959] 45:15	eat haggis than a hot dog.
[960] 45:20	I mean
[961] 45:21	hot dog is just
[962] 45:23	nasty.
[963] 45:28	Did Did Did Did Did someone say haggis?
[964] 45:30	Yeah, we said that's what we're talking
[965] 45:31	about. It's Scottish cuisine. Haggis.
[966] 45:36	>> [laughter]
[967] 45:38	>> Dark plate. Objection, nothing with
[968] 45:40	ketchup is good.
[969] 45:42	Here's what Here's what ketchup adds to
[970] 45:46	black pudding.
[971] 45:47	Uh, black pudding is has a slight bitter
[972] 45:50	taste
[973] 45:52	and it's very nutty.
[974] 45:54	It's very nutty.
[975] 45:56	The the the sugar from the ketchup
[976] 45:59	um, you could also use maple syrup, too,
[977] 46:01	but why would you put maple syrup on
[978] 46:03	black pudding is I don't know.
[979] 46:05	Uh it doesn't seem right, but
[980] 46:08	uh it's normally served with ketchup.
[981] 46:10	It's normally served with ketchup. The
[982] 46:12	ketchup just adds just the slight bit of
[983] 46:15	sweetness to offset the bitterness of of
[984] 46:18	the sausage.
[985] 46:20	So,
[986] 46:22	it's good. It's tasty.
[987] 46:26	All right, moving on.
[988] 46:31	Australian Hermit for $5. Thank you for
[989] 46:33	the super chat.
[990] 46:36	Uh how important are the creeds of the
[991] 46:39	Christian faith?
[992] 46:41	Uh I'd say they're quite important.
[993] 46:44	Um
[994] 46:46	you can have a Christian faith without
[995] 46:48	the creeds,
[996] 46:50	but what the creeds provide is a guiding
[997] 46:54	doctrinal statement. It's It's It's It's
[998] 46:56	a synthesis. The creeds are synthesis.
[999] 47:00	They're a synthesis of scripture.
[1000] 47:02	That's what the creeds are.
[1001] 47:05	So,
[1002] 47:07	you can
[1003] 47:08	read the whole New Testament
[1004] 47:11	and come to the understanding,
[1005] 47:14	or
[1006] 47:15	you can read the creeds
[1007] 47:17	and get the same understanding from
[1008] 47:18	that.
[1009] 47:20	It's a synthesis. It's not a
[1010] 47:21	replacement. Okay, and I want to make
[1011] 47:24	that clear. The creeds are not a
[1012] 47:26	replacement for scripture.
[1013] 47:29	And they're not scriptures itself.
[1014] 47:32	What the creeds are is they are
[1015] 47:35	doctrinal statements that condense and
[1016] 47:39	summarize what's in the Bible. That's
[1017] 47:42	what they are.
[1018] 47:44	They affirm the teaching that's found in
[1019] 47:45	Christianity in its sacred texts.
[1020] 47:49	So,
[1021] 47:51	>> Yeah, what they're supposed to do is
[1022] 47:53	provide
[1023] 47:54	a boundary.
[1024] 47:55	>> Yeah, they provide a boundary. That's
[1025] 47:57	what they do.
[1026] 47:58	They provide a boundary for
[1027] 47:59	interpretation.
[1028] 48:01	So, they are important to Christian
[1029] 48:02	faith? I think it's it's healthy to have
[1030] 48:06	the creeds recited in church.
[1031] 48:09	Of course, some creeds are better than
[1032] 48:10	others.
[1033] 48:12	Some are more succinct than others.
[1034] 48:16	Uh the Apostles' Creed, no problem.
[1035] 48:18	That's very succinct. The Nicene Creed,
[1036] 48:20	very succinct.
[1037] 48:22	The Athanasian Creed gets a little long
[1038] 48:24	sometimes if you're reciting it.
[1039] 48:30	Okay, so I hope that helps. Thank you
[1040] 48:32	very much for the uh super chat. Really
[1041] 48:34	appreciate.
[1042] 48:36	Um
[1043] 48:38	I'll also point out one other thing
[1044] 48:39	about the creeds.
[1045] 48:42	The creeds are also a document in
[1046] 48:44	translation, too.
[1047] 48:46	Okay?
[1048] 48:49	So, you've got to be a little careful
[1049] 48:51	sometimes about the translation.
[1050] 48:55	Like, for example, um
[1051] 48:58	there is, I think it's in the Apostles'
[1052] 49:00	Creed,
[1053] 49:01	where in the Greek it says Christ
[1054] 49:03	descended to Hades.
[1055] 49:05	But, in the Latin it says he descended
[1056] 49:08	into inferno.
[1057] 49:11	And that has been brought in into the
[1058] 49:12	English translation as Christ descended
[1059] 49:15	into hell.
[1060] 49:17	And Christ did not
[1061] 49:18	descend into hell.
[1062] 49:22	Or inferno, for that matter.
[1063] 49:25	So, you've got to be careful about some
[1064] 49:27	of the translation of the creeds, too.
[1065] 49:29	So,
[1066] 49:31	just just be aware of that.
[1067] 49:41	All right.
[1068] 49:42	>> [laughter]
[1069] 49:42	>> Thomas says here, "Fox News segment this
[1070] 49:45	week, Scotch people visiting for for the
[1071] 49:48	World Cup amazed by how good USA food
[1072] 49:50	was. I said, 'Scotland isn't exactly
[1073] 49:53	known for its cuisine." No, it's not.
[1074] 49:56	>> [laughter]
[1075] 49:56	>> It's not known for its cuisine.
[1076] 50:02	Yeah, even the um
[1077] 50:05	uh
[1078] 50:06	even the uh what was it now? The Babylon
[1079] 50:09	Bee had something on this. UK visitors
[1080] 50:12	to the US say the food's better than
[1081] 50:14	they expected and were surprised by the
[1082] 50:16	the lack of gangs.
[1083] 50:18	>> [laughter]
[1084] 50:24	>> Yeah.
[1085] 50:27	>> [laughter]
[1086] 50:27	>> They watch television.
[1087] 50:29	>> No, yeah.
[1088] 50:31	All right, next one from Striding Hermit
[1089] 50:33	here for $5. Thank you very much for the
[1090] 50:35	super chat.
[1091] 50:36	Can you win a Nobel Prize for
[1092] 50:38	Egyptology? The quick answer to that is
[1093] 50:40	no.
[1094] 50:41	Uh there's no category in the Nobel
[1095] 50:43	Prize for history or Egyptology
[1096] 50:47	or even the liberal arts.
[1097] 50:49	Okay?
[1098] 50:50	Uh the only exception being for
[1099] 50:52	literature.
[1100] 50:53	There is a Nobel Prize for literature,
[1101] 50:56	but generally the Nobel Prize is
[1102] 51:00	restricted to the sciences.
[1103] 51:02	Biology, chemistry, physics, that sort
[1104] 51:05	of thing.
[1105] 51:06	So, there's there's no possibility of a
[1106] 51:09	Nobel Prize for Egyptology.
[1107] 51:14	Next one from Striding Hermit for $5.
[1108] 51:18	Would you rather have an {quote}
[1109] 51:21	"Actually, I'm the author" moment or
[1110] 51:23	"Trust me, I'm a doctor" moment?
[1111] 51:26	Oh, this one's an easy one. I'd much
[1112] 51:29	rather have the "Actually, I'm the
[1113] 51:31	author" moment. Those are more fun.
[1114] 51:36	Uh as soon as you say, "Trust me, I'm a
[1115] 51:38	doctor,"
[1116] 51:40	people turn you off.
[1117] 51:41	Like, "Oh, you're one of those, huh?"
[1118] 51:46	Those are not fun. Those are not fun
[1119] 51:48	moments.
[1120] 51:53	Definitely not fun moments.
[1121] 51:56	>> [laughter]
[1122] 51:58	>> Uh
[1123] 51:59	but actually I'm an author moment.
[1124] 52:02	I'm the author moment. That is a hoot.
[1125] 52:05	That is a blast.
[1126] 52:07	Uh that's happened a couple times
[1127] 52:08	already.
[1128] 52:09	And and I really love those moments.
[1129] 52:11	Those are Those are really really super
[1130] 52:14	fun.
[1131] 52:15	So
[1132] 52:17	yeah, absolutely. I'd much rather be the
[1133] 52:20	I'm an author moment. And it hasn't
[1134] 52:22	happened on say uh my fiction
[1135] 52:26	uh but it has happened to me with the
[1136] 52:28	Ark of the Covenant book.
[1137] 52:30	>> Yeah.
[1138] 52:34	>> This book here.
[1139] 52:35	You know, there was one time when uh
[1140] 52:37	people were telling me this person was
[1141] 52:39	telling me how great a book this was.
[1142] 52:41	And I said, "Oh, you don't say, huh?"
[1143] 52:49	>> Did people unknowingly argue with you
[1144] 52:51	about your
[1145] 52:53	>> Uh Darkblade goes, "Did people
[1146] 52:54	unknowingly argue with you about your
[1147] 52:56	own book?" Not to my face.
[1148] 52:58	That's why it's been fun so far.
[1149] 53:01	Um
[1150] 53:03	I've never had anyone argue with my book
[1151] 53:06	with me about my book to my face.
[1152] 53:10	I have had people disagree and dislike
[1153] 53:14	my book.
[1154] 53:15	Absolutely.
[1155] 53:17	Um I had one person hate my book
[1156] 53:21	uh because I didn't talk about the
[1157] 53:23	finding of the Ark of the Covenant at
[1158] 53:25	Saint Mary's Church in in Ethiopia.
