[0] 0:00	Heat.
[728] 42:19	Aaron's sons, the two that were killed
[729] 42:21	by the heavenly fire, whether they were
[730] 42:24	saved. But Aaron had other sons, too.
[731] 42:28	So it was important to after the fact
[732] 42:32	after his first two sons were turned
[733] 42:35	into crispy critters.
[734] 42:38	They were the the rest of the household
[735] 42:40	had to be had to have an atonement made
[736] 42:43	for itself so they could continue on at
[737] 42:46	being priests.
[738] 42:48	So,
[739] 42:51	so I don't think it's terribly likely
[740] 42:54	that his other two sons
[741] 42:57	are in the kingdom,
[742] 42:59	but it does remind us that the priestly
[743] 43:04	service is a serious thing. It's a ser
[744] 43:07	it's a serious thing. God took it
[745] 43:09	seriously and when you treated it
[746] 43:12	flippantly,
[747] 43:13	one did sometimes bring down judgment
[748] 43:16	upon yourself. So
[749] 43:19	yeah.
[750] 43:22	So uh yeah,
[751] 43:27	the hay stack says reminds me of a
[752] 43:28	certain high priest who took in Samuel.
[753] 43:30	Yeah. Yeah. Yeah. Eli's uh household
[754] 43:35	were wicked men. So
[755] 43:41	So absolutely. It's um it's one of those
[756] 43:44	things where
[757] 43:46	um
[758] 43:48	just because an atonement was done for
[759] 43:49	the household doesn't mean that this is
[760] 43:52	retroactive
[761] 43:53	upon his disobedient sons as well.
[762] 43:57	So uh starting Herbit, I hope that
[763] 44:00	helped. Thank you very much for the
[764] 44:02	super chat. Very much appreciated. But
[765] 44:04	it's one is this a place where we can
[766] 44:05	speculate? We're not we don't know for
[767] 44:07	sure, but it seems likely given their
[768] 44:12	his son's flippency
[769] 44:14	towards the things of God that they
[770] 44:15	probably were not good men and they were
[771] 44:18	probably not saved.
[772] 44:24	Stringing hermit for $5. Thank you for
[773] 44:26	the super chat.
[774] 44:29	And he says, "As I am poorly churched, I
[775] 44:32	must ask, what is the process to become
[776] 44:34	a pastor? I won't ever be one but I am
[777] 44:37	curious. Okay. Um, every denomination
[778] 44:40	has its own sort of
[779] 44:43	rules and regulations what we call
[780] 44:45	church polity for ordaining ministers.
[781] 44:49	And basically this is what we call when
[782] 44:51	someone is consecrated to become a
[783] 44:53	pastor we call that an ordination. Okay.
[784] 44:57	Now the process is generally this.
[785] 44:59	Although this is a lot of this has been
[786] 45:02	sort of um
[787] 45:05	how do I say this? Uh
[788] 45:09	not as closely adhered to as it once
[789] 45:12	was. It used to be that you would have
[790] 45:16	to go to school and take a degree in
[791] 45:18	pastoral ministry and that degree is
[792] 45:20	normally three three-ish years. It's
[793] 45:24	usually a little more than three years.
[794] 45:26	Okay.
[795] 45:28	Once you have that that that ministry
[796] 45:31	education,
[797] 45:33	your church then goes through the
[798] 45:36	ordination process. And the way that
[799] 45:38	works
[800] 45:40	typically,
[801] 45:42	not every not every denomination does
[802] 45:44	this, but typically you start serving
[803] 45:49	basically as a provisional pastor. Okay?
[804] 45:54	So you start serving as a provisional
[805] 45:56	pastor. So you're allowed to do
[806] 45:57	everything a pastor does, but you're not
[807] 46:00	ordained.
[808] 46:01	This is what's technically called a
[809] 46:03	lensure. Okay? You've got a license.
[810] 46:07	You've got a license to be a pastor, but
[811] 46:09	you're not ordained yet. Because here's
[812] 46:11	the thing, an ordination is generally
[813] 46:14	irrevocable unless you really mess it
[814] 46:16	up.
[815] 46:18	So,
[816] 46:20	um, you serve for a little while with
[817] 46:22	your lensure
[818] 46:24	and what normally happens is your local
[819] 46:28	district or your dascese or whatever you
[820] 46:31	are sends you to the worst congregation
[821] 46:33	they can think of.
[822] 46:35	Okay, this is how it works in the real
[823] 46:38	world. You after your seminary
[824] 46:41	education, you go to the placement
[825] 46:44	office and they stick you in the worst
[826] 46:48	place they can imagine to send you.
[827] 46:51	[Laughter]
[828] 46:55	>> Yes.
[829] 47:01	>> Yeah. So, they're going to send you to
[830] 47:03	the absolute
[831] 47:05	nastiest, most infighting, most
[832] 47:08	bickering congregation they can find for
[833] 47:12	you.
[834] 47:13	[Laughter]
[835] 47:16	Okay?
[836] 47:18	And if you survive three years,
[837] 47:22	three years of that,
[838] 47:25	then they'll send you to another
[839] 47:27	congregation. And at that point you
[840] 47:29	apply for the ordination process.
[841] 47:33	And the ordination process is typically
[842] 47:36	you write an essay uh of uh saying um
[843] 47:40	discussing your
[844] 47:42	um your fitness
[845] 47:45	uh your theology
[846] 47:47	uh your calling to be an ordained
[847] 47:50	minister. That essay is presented to an
[848] 47:53	ordination board who basically gives the
[849] 47:56	thumbs up or thumbs down and then that
[850] 47:59	ordination board formally ordains you.
[851] 48:02	At that point you're an ordained
[852] 48:04	minister.
[853] 48:10	Pouie says can confirmed received a call
[854] 48:13	to the worst place imaginable. We lost
[855] 48:16	senior pastors. Send us a 20some.
[856] 48:19	That'll fix everything, right?
[857] 48:23	Yeah. And then they wonder why they lose
[858] 48:25	good good ministers.
[859] 48:28	I mean, it's basically a trial by fire.
[860] 48:31	Ordination is a trial by fire.
[861] 48:37	I don't think that's the way it should
[862] 48:38	be. But but Patoule is right here. This
[863] 48:42	is how placement boards think. they go,
[864] 48:45	you know, they basically say, "Okay,
[865] 48:49	let's send this guy to the worst place
[866] 48:50	imaginable. If he's humble, he'll
[867] 48:52	survive."
[868] 48:54	And I've heard, you know, placement um
[869] 48:57	committees do this. You know, they'll
[870] 48:59	they'll they'll talk about, well, you
[871] 49:01	know, we don't want our new pastors to
[872] 49:03	get swelled heads, so let's stick them
[873] 49:06	in the goolag.
[874] 49:11	and they'll even come out and say that
[875] 49:14	they're not they're not shy about this,
[876] 49:17	okay?
[877] 49:20	They will tell you outright that they're
[878] 49:22	going to send you to the nastiest,
[879] 49:25	smallest congregation on the planet.
[880] 49:30	You know, some congregation that has six
[881] 49:33	people that can't go a single Sunday
[882] 49:35	without ripping each other's hair out.
[883] 49:40	And then they'll say, "Well, you know,
[884] 49:42	you're going to have you this this this
[885] 49:44	this congregation, six person
[886] 49:46	congregation hasn't tithed in years, so
[887] 49:48	forget any any any
[888] 49:52	um any help. So you because this is in
[889] 49:55	some remote farming community in the
[890] 49:57	middle of nowhere, good luck getting a
[891] 50:00	day job, but you're going to have to
[892] 50:03	because you can't support yourself for
[893] 50:04	three years.
[894] 50:14	Mhm.
[895] 50:17	Yeah.
[896] 50:19	Oh, yeah. Yeah.
[897] 50:22	Yeah. We we've seen we've seen, you
[898] 50:24	know, pastors who've tried to make their
[899] 50:26	way through ordination and
[900] 50:30	>> right now
[901] 50:35	[Laughter]
[902] 50:37	says, "See how you perform in all seven
[903] 50:40	churches Paul wrote to." Yeah, exactly.
[904] 50:43	Yeah. But somehow these these placement
[905] 50:47	boards just expect you to survive on
[906] 50:50	nothing at all.
[907] 50:52	no support,
[908] 50:55	no guidance in dealing with difficult
[909] 50:57	congregations,
[910] 51:00	you know, no financial support, and
[911] 51:05	if you don't make it those three years,
[912] 51:07	you don't get your ordination.
[913] 51:13	So
[914] 51:15	that's the process of ordination.
[915] 51:19	It's
[916] 51:21	It's pretty ugly, you know, and this is
[917] 51:24	one of the reasons why we have them in
[918] 51:25	many ways. The pastors we do, the
[919] 51:28	pastors we do, they're the ones who
[920] 51:30	could duck their head low enough that
[921] 51:32	they could survive the ordination
[922] 51:33	process.
[923] 51:35	It's not that they're talented
[924] 51:36	preachers. It's not that they're good
[925] 51:37	pastors even necessarily,
[926] 51:41	but they could duck their head long
[927] 51:42	enough that they doesn't get lopped off
[928] 51:45	by their own congregants.
[929] 51:50	So, it's it's pretty ugly. It's pretty
[930] 51:55	ugly.
[931] 52:00	Dark Blade sends the trial pastor to an
[932] 52:03	Egyptian diplomat's office. Yeah, both
[933] 52:05	like that.
[934] 52:16	Pace that goes. Sounds a little like the
[935] 52:18	mission. Paid my own way, but two years
[936] 52:21	full-time. I went to a full spectrum of
[937] 52:23	areas. Worse, worse.
[938] 52:28	First of all, it's three years.
[939] 52:31	Um,
[940] 52:33	I mean, it's it's it's not as
[941] 52:35	restrictive as a Mormon mission. Mormon
[942] 52:37	missions are incredibly restrictive.
[943] 52:41	So, you know, I know that Mormon
[944] 52:43	missionaries can't hold a day job while
[945] 52:45	they're doing their mission.
[946] 52:47	In the case of a ordination, a lot of
[947] 52:50	them expect their ministers to hold day
[948] 52:53	jobs
[949] 52:55	and then on Sunday fight with a
[950] 52:57	bickering congregation.
[951] 53:02	It's really awful. It's really the whole
[952] 53:04	process of ordination is really uh
[953] 53:07	really awful for a lot of ministers
[954] 53:13	and a lot of a lot of seminarians
[955] 53:15	ultimately choose not to get ordained
[956] 53:17	because they don't want to go through
[957] 53:19	that.
[958] 53:21	I mean, I knew a guy who was they kept
[959] 53:23	trying to send him to these horrible
[960] 53:25	little bickering congregations and just
[961] 53:27	refused to go.
[962] 53:33	Yeah. And consequently, he's not a
[963] 53:34	pastor. So,
[964] 53:39	I mean, there's a reason I didn't go
[965] 53:41	through it.
[966] 53:44	Okay.
[967] 53:46	Well, they they wouldn't have taken us
[968] 53:47	anyway because we didn't have kids, but
[969] 53:49	that's another matter. All right. Uh,
[970] 53:51	striding hermit says, uh, for $5, thank
[971] 53:54	you for the super chat. Have you seen
[972] 53:57	more people struggle with the book of
[973] 53:59	Numbers or Deuteronomy?
[974] 54:02	Oddly enough,
[975] 54:05	Numbers is the easier book,
[976] 54:08	but I see more people struggle with
[977] 54:10	numbers.
[978] 54:12	And I think it's more of a perception
[979] 54:15	thing than it is the actual content.
[980] 54:19	People think look at numbers and they
[981] 54:21	think it's just genealogies because you
[982] 54:23	got two genealogies, one at the
[983] 54:24	beginning, one at the end. So they they
[984] 54:27	start with the book of numbers, they see
[985] 54:29	some genealogies and they go, "Oh, it's
[986] 54:32	nothing but genealogies." And they drop
[987] 54:35	the book essentially.
[988] 54:39	So I don't but when they when you start
[989] 54:41	getting into the meat of of numbers,
[990] 54:43	it's a really interesting book. It's a
[991] 54:45	really interesting book. I think after
[992] 54:48	doing an Exodus commentary, I would like
[993] 54:51	to do a Numbers commentary. Numbers is a
[994] 54:54	a really interesting book. It's it's got
[995] 54:58	a lot of complexity. It's got a lot of
[996] 55:00	interesting stuff going on. There's a
[997] 55:02	lot of near east ancient neareastern uh
[998] 55:05	overlaps. It's an incredibly interesting
[999] 55:08	book.
[1000] 55:11	So
[1001] 55:13	yeah to he says numbers is a is super
[1002] 55:17	cool doofy magician drama miracles
[1003] 55:20	ancient sarcasm sum up. Oh yeah it's a
[1004] 55:22	great book but people have a bad
[1005] 55:24	perception of it. It's got an image
[1006] 55:26	problem. Numbers has an image problem.
[1007] 55:30	So people struggle with that because
[1008] 55:32	they don't understand what numbers is
[1009] 55:35	doing. So numbers is a great book. More
[1010] 55:38	people should study numbers. It's an
[1011] 55:40	excellent book, but people struggle with
[1012] 55:42	it because of the perception.
[1013] 55:45	Um, I blame math probably. Yeah, Danny.
[1014] 55:49	I I people don't like don't like math.
[1015] 55:54	So,
[1016] 55:56	math is lovely. Math is cool stuff.
[1017] 56:02	But I think when it comes to the actual
[1018] 56:04	content,
[1019] 56:05	I think people don't actually struggle
[1020] 56:08	with the content of Numbers as much as
[1021] 56:11	they struggle with the content of
[1022] 56:13	Deuteronomy.
[1023] 56:14	But for some reason, they're more
[1024] 56:16	willing to do it for Deuteronomy than
[1025] 56:18	they are for Numbers. And again, it's
[1026] 56:20	it's entirely a perception issue.
[1027] 56:23	So
[1028] 56:26	basically, the book of Numbers needs
[1029] 56:28	better marketing, much better marketing.
[1030] 56:32	Okay, so I hope that helps.
[1031] 56:34	Thank you for that super chat. Big
[1032] 56:37	destiny for 199. Thank you for the super
[1033] 56:39	chat.
[1034] 56:41	Ecclesiastes 3:8. When is it a time when
[1035] 56:44	is the time for war for a Christian?
[1036] 56:46	Okay, let's bring up let's bring up the
[1037] 56:49	Bible.
[1038] 56:51	Ecclesiastes,
[1039] 56:54	not to be confused with Ecclesiasticus.
[1040] 57:02	Yeah, that's something that I've always
[1041] 57:04	found very interesting.
[1042] 57:06	Did you know that Ecclesiasticus
[1043] 57:08	means little Ecclesiastes?
[1044] 57:11	But it's actually a longer book than
[1045] 57:12	Ecclesiastes.
[1046] 57:15	Like I've always found that just super
[1047] 57:18	silly.
