[0] 3:03	Heat.
[715] 40:52	debated in our current economy to the
[716] 40:55	ancient past, it gets really really
[717] 40:58	difficult. to discern. Uh so um that's
[718] 41:03	something this is something that's sort
[719] 41:04	of beyond my capabilities to answer
[720] 41:06	because I'm not an economist. So
[721] 41:09	unfortunately I'm not going to be able
[722] 41:10	to answer that question to any great
[723] 41:12	satisfaction and I don't think anyone
[724] 41:14	can even those who specialize
[725] 41:17	uh uh in the economies of ancient Egypt
[726] 41:21	like uh Wolf Gang Hel used to or or uh
[727] 41:24	Jack Jansen. So, um, sorry I couldn't be
[728] 41:28	more help on this, but this is just sort
[729] 41:30	of beyond my my area, my wheelhouse.
[730] 41:38	Uh, invitas
[731] 41:40	uh Christ Christianmo,
[732] 41:43	I know I keep butchering that every time
[733] 41:45	I try this. Um, asks, "What is the most
[734] 41:49	reliable way we can date the time when
[735] 41:51	Abraham lived without taking the
[736] 41:53	biblical ages and chron literally the
[737] 41:55	biblical ages and chronologies?" Okay,
[738] 41:58	there is there is an issue with taking
[739] 42:01	biblical ages and chronologies in a
[740] 42:03	wooden literal fashion.
[741] 42:05	which is that it's um
[742] 42:10	the issue is that it doesn't add up and
[743] 42:13	I am working currently working on an
[744] 42:15	article that
[745] 42:18	that really sort of goes into this this
[746] 42:21	issue
[747] 42:23	and um you add biblical ages and it
[748] 42:26	won't add up properly. not at least when
[749] 42:28	it's um put against say other objective
[750] 42:33	forms of dating. So there's some
[751] 42:36	cultural um understanding there that you
[752] 42:39	that needs to be added to the equation
[753] 42:41	before you can actually start adding
[754] 42:43	these things up. Okay. But
[755] 42:47	I think the best way to date the time of
[756] 42:50	Abraham is to look at his closest uh his
[757] 42:54	closest
[758] 42:56	um synchronistic relationship which is
[759] 43:01	basically Hammurabi. Now Hammurabi
[760] 43:04	invades
[761] 43:06	uh Kanan I believe in the 40 his 40th
[762] 43:10	regal year.
[763] 43:13	And already at that point in time,
[764] 43:16	Abraham had been living in Canaan for
[765] 43:18	about 10 years. So you can sort of get
[766] 43:21	an idea of of the rough time frame that
[767] 43:25	Abraham lived by looking at the dates
[768] 43:28	for Hammurabi and then sort of doing the
[769] 43:32	um doing the comparison to his probable
[770] 43:37	residence in Canaan at that time. So
[771] 43:40	that's probably the best we can do at
[772] 43:41	this point. So, hope that helps. Thank
[773] 43:44	you for the question. Really appreciate
[774] 43:46	it.
[775] 43:50	Okay. Uh, next one is from Striding
[776] 43:52	Hermit for $5. Thank you so much for
[777] 43:54	that super chat.
[778] 43:57	Happy Friday, FCClan. Well, happy Friday
[779] 44:00	to you, too. Do you have a favorite word
[780] 44:03	for the week? Yes, I do. Terabinth.
[781] 44:10	Bet you didn't see that coming.
[782] 44:14	It's an oldfashionedy word for
[783] 44:16	tarpentine.
[784] 44:21	Where did that come from?
[785] 44:24	I needed the oldfashionedy term for
[786] 44:26	tarpentine
[787] 44:31	for writing one of my novels.
[788] 44:36	So, I needed a oldfashiony term for
[789] 44:39	tarpentine.
[790] 44:41	So I uh looked it up and the word is
[791] 44:43	terabenth.
[792] 44:45	So that is my that is my word of the
[793] 44:48	week is terabenth.
[794] 44:57	By the way, this is not going to help
[795] 44:58	you guess my certification.
[796] 45:05	So uh
[797] 45:08	so that that that's fun. That's that's
[798] 45:10	my that So that's my that's my word of
[799] 45:13	the week. It's terab.
[800] 45:17	Thank you for asking.
[801] 45:20	How'd you know I had one?
[802] 45:31	Adam Grim, is it in house painting?
[803] 45:34	Could be.
[804] 45:41	Okay, next one here
[805] 45:44	is from Striding Hermit for $5. Thank
[806] 45:47	you for the super chat. He goes, "How
[807] 45:50	much should we Christians think about
[808] 45:52	qualifications
[809] 45:54	slashtrials by God?"
[810] 45:57	It's almost two questions.
[811] 45:59	Uh qualifications by God, trials by God.
[812] 46:04	you know, there's kind of a little bit
[813] 46:05	of both there. Um
[814] 46:13	um
[815] 46:15	so it's uh
[816] 46:19	well trials by God is training for our
[817] 46:21	righteousness. That's what it is. Um the
[818] 46:25	epis epistle the epistles basically
[819] 46:28	point out that we suffer because of
[820] 46:32	uh for for training as in righteousness
[821] 46:36	so that we might develop stamina when
[822] 46:39	really serious trials come.
[823] 46:42	So
[824] 46:44	um I think that's I think that's kind of
[825] 46:47	what's going on there.
[826] 46:49	So um
[827] 46:54	um
[828] 46:57	so that I I don't know how how much more
[829] 46:59	I can say about that other than than
[830] 47:01	what's already been sort of um
[831] 47:03	delineated by the by the um by the New
[832] 47:06	Testament. But that's really what what
[833] 47:09	um trials are is a way of developing
[834] 47:13	perseverance in the faith.
[835] 47:16	And so I hope that helps. Thank you for
[836] 47:18	the super chat. Very much appreciated.
[837] 47:21	Okay, we have got some more super chats
[838] 47:25	from 18 ministries.
[839] 47:27	First one here
[840] 47:30	is from uh is uh does Ephesians 5:18
[841] 47:35	always mean sinful to get drunk?
[842] 47:39	Okay. Now, he did tell me a little bit
[843] 47:42	about what the context of this question
[844] 47:44	was, which I thought is which is
[845] 47:46	actually very helpful. Um, he is having
[846] 47:48	a debate over
[847] 47:51	whether or not Ephesians 4 or sorry 5:18
[848] 47:56	5:18
[849] 47:59	is talking about is it sinful to get
[850] 48:02	drunk or is it sinful to be drunk.
[851] 48:08	Okay. And there's a difference here.
[852] 48:11	Okay. Now
[853] 48:14	the new inter uh the New American
[854] 48:16	Standard Bible translates this as such
[855] 48:19	and do not get drunk with wine for that
[856] 48:22	is dissipation.
[857] 48:24	Now I want to be very very clear about
[858] 48:26	this. This is not a good translation.
[859] 48:31	In fact it's a very very poor
[860] 48:34	translation.
[861] 48:36	Um when we look at say the Greek here.
[862] 48:41	Okay, the word for drunk
[863] 48:44	is an infinitive present passive. Okay,
[864] 48:50	so it's do not be drunk with wine.
[865] 48:58	It's it's implying here an ongoing state
[866] 49:01	of drunkenness.
[867] 49:05	Okay. So, this is not this is not
[868] 49:07	somebody who gets drunk, has a hangover,
[869] 49:11	and doesn't do it again for another five
[870] 49:13	months. No, no. This this is this is a
[871] 49:16	state where somebody is in a constant
[872] 49:19	state of inebriation.
[873] 49:22	Okay? And we can even figure that out
[874] 49:25	from the whole dissipation thing because
[875] 49:28	dissipation means it's wasteful.
[876] 49:30	It's it's it's it's a squandering thing.
[877] 49:34	You're you're throwing away your life by
[878] 49:37	being in that constant state of
[879] 49:39	unproductive
[880] 49:41	inebriation.
[881] 49:43	Okay? So
[882] 49:45	it's the verse is definitely not saying
[883] 49:48	that it's sinful to get drunk. Um, in
[884] 49:51	fact, we've had many examples in say
[885] 49:54	both the Old and New Testament of
[886] 49:56	Israelites getting drunk and having
[887] 50:00	and it's not counted against them as
[888] 50:02	unrighteousness. Like for example, Boaz
[889] 50:07	Boaz in the book of Ruth was hammered
[890] 50:12	when he makes his marriage agreement
[891] 50:14	with with Ruth.
[892] 50:17	Um, it says that he had drunken wine and
[893] 50:20	his heart was warm,
[894] 50:22	which is a very actually a very um, how
[895] 50:26	do I say this? A a nice way. It's a nice
[896] 50:30	way of saying he was hammered.
[897] 50:35	Okay.
[898] 50:38	Uh, MVson says, "Christ literally
[899] 50:41	transforms water into wine for drunk
[900] 50:44	wedding guests." Oh, yeah. Oh, yeah. and
[901] 50:46	and and and and the wine steward says
[902] 50:49	it's good wine. And good wine here means
[903] 50:52	hard wine.
[904] 50:55	Really really
[905] 50:57	Christ went the extra mile to make it
[906] 50:59	extra fortified.
[907] 51:03	Now you don't hear that preached in
[908] 51:04	Baptist circles will say that.
[909] 51:14	Okay.
[910] 51:17	Hi, mama. Glad you could join us. It's
[911] 51:19	already gotten interesting.
[912] 51:22	So, yeah. Um, the text here in Ephesians
[913] 51:25	chapter 5 is basically not saying that
[914] 51:27	it's wrong to get drunk. Okay. It's
[915] 51:31	saying that it's wrong to be in a
[916] 51:33	perpetual state of inebriation.
[917] 51:37	That's what it's saying. And again, it's
[918] 51:40	that infinitive uh uh present passive
[919] 51:44	that sort of defines that.
[920] 51:46	And and again, if you didn't need if
[921] 51:49	that wasn't enough, dissipation means
[922] 51:52	that you're wasting your life. So the
[923] 51:55	whole idea of of
[924] 51:58	you can't dissipate your life with one
[925] 52:00	round of drunkenness.
[926] 52:02	You only can dissipate your life through
[927] 52:04	a lifestyle of being perpetually
[928] 52:07	inebriated.
[929] 52:09	So
[930] 52:12	hope that helps. Thank you very much for
[931] 52:14	the uh super chat. Really appreciate it.
[932] 52:18	Okay, next one here from AT ministries
[933] 52:21	is
[934] 52:24	uh he says there is a belief that one
[935] 52:26	must integrate their shadow, take their
[936] 52:29	dark side under control in order to
[937] 52:31	complete and operate properly.
[938] 52:36	Uh this isn't about overcoming darkness
[939] 52:38	but controlling and utilizing it. Does
[940] 52:40	this idea fit into a Christian
[941] 52:43	worldview? Uh absolutely not. Um the
[942] 52:47	whole idea of of now
[943] 52:51	the darkness in a Christian worldview is
[944] 52:53	our sin nature.
[945] 52:56	Controlling and utilizing our sin nature
[946] 53:00	is not something that you find in a
[947] 53:02	Christian worldview. It's it's a it's
[948] 53:04	something that you find in other world
[949] 53:06	views
[950] 53:08	uh like like um Dowoism, Confucianism,
[951] 53:12	but it's not something you find in in
[952] 53:14	the Christian worldview. We are to put
[953] 53:17	aside our sin nature.
[954] 53:20	We are subject to subject our sin nature
[955] 53:23	to Christ.
[956] 53:25	We are to let the Holy Spirit overcome
[957] 53:28	our sin nature. we are never to control
[958] 53:31	it and utilize it. That's a formula for
[959] 53:35	for rampid sin and disaster. And again,
[960] 53:40	it's one of those things that uh
[961] 53:44	um
[962] 53:45	I would say that it's just not a great
[963] 53:48	way of doing it.
[964] 53:50	Um, so again, I just think that this is
[965] 53:53	not something that we we should be a
[966] 53:56	worldview that we should be taking part
[967] 53:58	in because it's
[968] 54:01	it's not trying to defeat sin. It's
[969] 54:05	basically
[970] 54:06	using sin.
[971] 54:11	So, I hope that helps. Thank you for the
[972] 54:13	super chat. Really appreciate it.
[973] 54:19	And and the next one here for $5. Thank
[974] 54:22	you for the super chat 18 ministries. He
[975] 54:24	says, "In regard to a prior question on
[976] 54:26	Exodus 3:14, the Septuagent, by the time
[977] 54:29	of the first century, Jews read it as
[978] 54:31	ego ago ami instead of ego."
[979] 54:37	Uh yeah. uh because it's a more direct
[980] 54:40	translation, but it's also this um it's
[981] 54:44	not just that ago ami is found in Exodus
[982] 54:48	3:14.
[983] 54:49	Um
[984] 54:51	here
[985] 55:00	Exodus.
[986] 55:03	Yeah, it is. It is. Um but um I am who I
[987] 55:07	am is abbreviated here. Okay. Um
[988] 55:15	the fact is that um
[989] 55:19	they do read this. I mean this this
[990] 55:21	whole part the the I am bit is ego a me.
[991] 55:25	That's how it's translated. Okay.
[992] 55:29	Um
[993] 55:31	the who on um who has who I am or I know
[994] 55:37	who is the one. Okay. Um
[995] 55:41	the Septuagent translation here is not
[996] 55:44	perfect anyway.
[997] 55:47	So eventually that would have been
[998] 55:48	dropped off.
[999] 55:51	But again they're in the first century
[1000] 55:53	they're going to going to abbreviate
[1001] 55:55	this. They're not going to use the full
[1002] 55:56	Septuagent translation. Again the
[1003] 55:59	Septuagent while it is still the common
[1004] 56:01	use um translation in the first century
[1005] 56:05	it's still not it's still translation
[1006] 56:08	they viewed it as a translation and the
[1007] 56:10	translation is not sac sacrianct so uh
[1008] 56:14	they will eventually abbreviate that to
[1009] 56:18	ego ami especially in religiously
[1010] 56:22	poignant situations.
[1011] 56:25	though.
[1012] 56:27	Um it's not that they they they sort of
[1013] 56:29	it um they sort of uh truncated it, but
[1014] 56:33	it's it's it's it's pretty much means
[1015] 56:35	the same thing. So, hope that helps.
[1016] 56:38	Thank you for the super chat. Really
[1017] 56:40	appreciate it.
[1018] 56:42	Okay.
[1019] 56:51	Uh next one here is from Striding Hermit
[1020] 56:54	for $5. Thank you for the super chat.
[1021] 56:56	And he has a writing question. Ooh. Ooh.
[1022] 56:59	How can one know when they have mastered
[1023] 57:01	drowsy dreaming writing? I forgot the
[1024] 57:04	term you call it. It's called fictive
[1025] 57:06	dreaming.
[1026] 57:07	Um,
[1027] 57:09	it's where you use your subconscious and
[1028] 57:13	you story, write your story in a dream
[1029] 57:16	state. Okay? And how do you know that
[1030] 57:20	you've mastered it? Is when you start
