[0] 1:24	Heat. Heat.
[722] 41:30	Dark Blades. So, the Pharaoh couldn't
[723] 41:32	campaign if No. Yeah. Now they
[724] 41:35	eventually in the middle kingdom they
[725] 41:38	abolished the the nomarks and then
[726] 41:41	developed a standing army but um it's
[727] 41:44	not clear if that happened at the time
[728] 41:46	of Abraham or not.
[729] 41:49	Okay. Uh Justin Rhino again with the
[730] 41:52	rise of Christian polygamous groups in
[731] 41:55	social media how can they be addressed
[732] 41:57	addressed to prevent false doctrine and
[733] 41:59	theology being propagated? Call them
[734] 42:02	out.
[735] 42:04	Call them out.
[736] 42:06	These are anti-nomians. These are dirt
[737] 42:09	bags. These are creeps,
[738] 42:12	you know. Let's let's call them out. I
[739] 42:14	mean, bigamy is illegal. It's still
[740] 42:16	illegal.
[741] 42:18	Yeah, there's still people that that
[742] 42:20	that say practice it in defiance of the
[743] 42:23	law, but it's still lawlessness.
[744] 42:33	These are no more These guys are no more
[745] 42:35	Christian
[746] 42:36	than
[747] 42:39	than the JWs or the Mormons.
[748] 42:43	And
[749] 42:44	you know, they need to be called out.
[750] 42:46	They're pretenders of Christianity.
[751] 42:54	No. Uh with with the New Testament,
[752] 42:56	there's no standing anymore for
[753] 42:57	polygamy.
[754] 42:59	That's a that's a done thing. that
[755] 43:01	concession is done and over.
[756] 43:06	So So
[757] 43:11	um yeah, they're they're creeps. They're
[758] 43:14	creeps following after the flesh. The
[759] 43:17	flesh and their lusts.
[760] 43:20	I have nothing but the lowest opinion of
[761] 43:22	them.
[762] 43:24	So they should get the heaveho as far as
[763] 43:26	I'm concerned.
[764] 43:36	Uh mama says they are putting their
[765] 43:39	desire to hem ahead of clear biblical
[766] 43:43	direction. Yeah, they are. Absolutely
[767] 43:46	they are.
[768] 43:50	Mama says calling Hans.
[769] 43:55	Uh yeah.
[770] 44:10	Manson said polygamy probably only
[771] 44:12	worked in agrarian culture with lots of
[772] 44:14	warfare. There was um it never worked
[773] 44:18	well. Okay.
[774] 44:21	Um
[775] 44:24	there was a strange
[776] 44:28	um strange um in in polygamous culture.
[777] 44:35	Uh
[778] 44:37	it was a in many ways a way for the
[779] 44:40	wealthy to procreate
[780] 44:43	at times when
[781] 44:45	procreation was difficult.
[782] 44:49	And a lot of polygamy in the early days
[783] 44:51	was based upon inheritance issues.
[784] 44:54	So,
[785] 44:56	and some of that uh has to do with um
[786] 45:01	the fact that some foods in the ancient
[787] 45:03	near east were uh vitamin poor. Um you
[788] 45:07	know, stuff like folic acid was not all
[789] 45:10	that
[790] 45:12	um common in foods of that of that
[791] 45:16	region. So a lot of a lot of pregnancies
[792] 45:19	didn't come to term.
[793] 45:21	So
[794] 45:24	So but today today there's no reason for
[795] 45:27	it. Um there's no practical reason for
[796] 45:30	it. And frankly even back then it was
[797] 45:33	kind of a disaster.
[798] 45:36	I mean I mean look at all the wife
[799] 45:39	problems Abraham had.
[800] 45:41	You know Jacob had wife problems. All of
[801] 45:45	it was because he had too many of them.
[802] 45:48	So,
[803] 45:53	and here's where I'm going to take a
[804] 45:54	swipe at Mormonism, too.
[805] 45:58	I'm sorry, Haystack, but you know, this
[806] 45:59	is something that we need to to to sort
[807] 46:01	of flesh out here. Mormonism believes in
[808] 46:05	polygamy in the afterlife. It still
[809] 46:07	does.
[810] 46:09	And if you believe in polygamy in the
[811] 46:13	afterlife, if your morality on earth is
[812] 46:15	different than your morality in heaven,
[813] 46:18	i.e. your morality on earth is stricter
[814] 46:20	than your morality in heaven, there's
[815] 46:22	something wrong with the metaphysics of
[816] 46:24	your religion,
[817] 46:27	pure and simple.
[818] 46:30	Righteousness is a universal. It should
[819] 46:33	be the same on earth as it is in heaven.
[820] 46:37	Righteousness is not a universal. there
[821] 46:39	is something fundamentally flawed with
[822] 46:42	your religion.
[823] 46:46	This is true of Islam. It's true of
[824] 46:48	Mormonism.
[825] 46:49	And again, it is a fundamental flaw.
[826] 46:53	Righteousness has to be universal. The
[827] 46:57	same rules on earth have to apply to
[828] 46:58	heaven.
[829] 47:00	If it's not righteous on earth, it's if
[830] 47:02	it if it's if it's righteous on earth
[831] 47:04	but not in heaven or it doesn't matter
[832] 47:07	in heaven, then there's this is an
[833] 47:10	issue.
[834] 47:12	So,
[835] 47:15	so yeah, it's
[836] 47:18	polygamy is not righteous. Wasn't
[837] 47:22	righteous on earth and it won't be
[838] 47:23	righteous in heaven because that's not
[839] 47:27	the way righteousness works.
[840] 47:31	So,
[841] 47:33	so absolutely I think I think this is
[842] 47:35	one of those things where if your view
[843] 47:38	of heaven
[844] 47:40	holds to polygamy,
[845] 47:43	you have missed the train. You've missed
[846] 47:46	the boat here.
[847] 47:49	So,
[848] 47:51	with that said, I think we can move on
[849] 47:53	now.
[850] 47:55	All right. But yeah, these quote
[851] 47:58	Christian polygamous groups need to be
[852] 48:00	called out and polygamy itself needs to
[853] 48:04	be called out.
[854] 48:07	Whether it's serial polygamy or parallel
[855] 48:10	polygamy, there's both.
[856] 48:13	We have people who practice both in the
[857] 48:15	church. They need to be called out and
[858] 48:19	thrown out.
[859] 48:28	Yeah. Mama points out plus Jesus said we
[860] 48:32	won't be married.
[861] 48:33	>> Yeah.
[862] 48:35	>> Mama says plus Jesus says we won't be
[863] 48:37	married or given in marriage in heaven.
[864] 48:39	Yeah. Absolutely. MV Monson. It's all
[865] 48:42	based on lust. It totally is based on
[866] 48:44	lust. Totally.
[867] 48:48	>> Reach a certain number because a lot of
[868] 48:51	those women situations never adult
[869] 48:58	even once.
[870] 49:00	>> Yeah.
[871] 49:04	Okay.
[872] 49:11	All right. Moving on here.
[873] 49:14	Uh,
[874] 49:15	next question. Dark Blade. Can you read
[875] 49:19	Japanese as it was written before 1946
[876] 49:23	orthographic reform? Um, not anymore.
[877] 49:27	Used to be able to. Um, frankly, I need
[878] 49:31	to sort of brush up on my Japanese.
[879] 49:33	Seriously. Uh, I haven't been I haven't
[880] 49:36	been reading Japanese in a while. So um
[881] 49:40	now
[882] 49:41	um
[883] 49:44	it's
[884] 49:46	uh the Japanese 1947 uh6 reform
[885] 49:50	simplified a lot of the characters. Now,
[886] 49:53	um, if you got publications, I forget
[887] 49:56	was it what was the name of the
[888] 49:57	publisher that did a whole lot of, it
[889] 50:01	was actually a missionary publisher that
[890] 50:03	published a whole lot of Japanese
[891] 50:04	language tools and I can't remember the
[892] 50:07	name of the publisher.
[893] 50:10	They're still around and they still sell
[894] 50:12	materials. And if you buy their
[895] 50:14	materials, they're all like pre946.
[896] 50:20	Um, [clears throat]
[897] 50:21	so if you learn from those materials,
[898] 50:23	yeah, you could read the 1940s, pre-1946
[899] 50:27	stuff and a lot of um, a lot of the
[900] 50:29	stuff I I learned off of was pre-1946.
[901] 50:33	I also learned a lot of the the um, the
[902] 50:36	teno script
[903] 50:39	um, because a lot of my interest was in
[904] 50:42	sword signatures.
[905] 50:45	A lot of sword signatures were done in
[906] 50:47	Teno.
[907] 50:49	So that's way way way pre946.
[908] 50:54	That's like 1546.
[909] 50:58	So
[910] 51:00	um so I was able to retent for a while.
[911] 51:05	Uh as I said, especially when I h I got
[912] 51:08	into
[913] 51:10	um
[914] 51:12	um it. So
[915] 51:15	Ryan Cohen asks, "Did the reform happen
[916] 51:18	because of something that happened in
[917] 51:20	1945?"
[918] 51:22	Yes, it did happen because of something
[919] 51:26	that happened in 1945.
[920] 51:28	The surrender of the uh of the Japanese
[921] 51:31	Imperial Army. When the Japanese
[922] 51:33	Imperial Army surrendered and fell and
[923] 51:36	it fell under their armistice, then at
[924] 51:39	that point it all um there was wide
[925] 51:43	institutionalized reforms including
[926] 51:45	reforms of the language.
[927] 51:54	Yeah. Something aboard the USS Missouri.
[928] 51:57	Exactly.
[929] 52:04	All right.
[930] 52:07	Uh, dark blade. But I I don't know. Some
[931] 52:09	sectors of society were already writing
[932] 52:11	according to contemporary pronunciation
[933] 52:12	long before World War II. Yeah. But what
[934] 52:15	happened hadn't cpped up was the
[935] 52:16	athography.
[936] 52:18	Um, uh, the the the pronounced language
[937] 52:21	had been changing all the time. That's
[938] 52:22	not that's not what was at issue. What
[939] 52:24	was at issue was the official
[940] 52:26	orthography of what was being taught in
[941] 52:28	schools.
[942] 52:30	And following uh 1946
[943] 52:34	there were changes to the official
[944] 52:36	orthography and this has been happening
[945] 52:38	all over say um
[946] 52:43	uh the region. This wasn't only
[947] 52:44	happening in Japan. It also happened in
[948] 52:47	China where official state uh sponsored
[949] 52:50	Mandarin had simplified a lot of its
[950] 52:54	characters so it could be taught in
[951] 52:57	every section uh under every sort of
[952] 53:00	Chinese dialect.
[953] 53:03	So
[954] 53:05	So this wasn't just happening in Japan,
[955] 53:07	it was also happening in China.
[956] 53:10	So,
[957] 53:13	um it's just one of those things that
[958] 53:14	that that you know, as these countries
[959] 53:17	modernized, they simplified
[960] 53:21	uh the writing systems to make it easier
[961] 53:25	for their own citizens to learn and be
[962] 53:27	literate.
[963] 53:29	So,
[964] 53:31	hope that helped. But I can't read
[965] 53:34	pre946 script anymore. It's just I
[966] 53:36	haven't kept up on it.
[967] 53:40	All right, striding hermit for $2. Uh,
[968] 53:43	thank you very much for the super chat.
[969] 53:45	Really appreciate it. Foodie question.
[970] 53:48	What is the worst food combo you ate?
[971] 53:53	I don't know.
[972] 53:57	I've been scratching my head on that
[973] 53:58	one. I don't know what the worst food
[974] 54:00	combo I ate was.
[975] 54:06	We don't go out very often.
[976] 54:08	>> We don't go out very often. No,
[977] 54:10	>> we tend to be do our research. Can't
[978] 54:13	pick only really good. [laughter]
[979] 54:20	>> Can't really even think of any know the
[980] 54:23	times travel. Yeah, I can't even think
[981] 54:26	of anything that I had like
[982] 54:29	um
[983] 54:30	No, I can't think of anything that was
[984] 54:32	really
[985] 54:34	so awful that was rememberable. I There
[986] 54:36	was stuff I didn't like.
[987] 54:39	Like I don't like Terramazoo.
[988] 54:42	I absolutely can't stand Tamazoo. I've
[989] 54:45	had like 30 different kinds of Terramazu
[990] 54:47	and I hated them all.
[991] 54:49	Um
[992] 54:51	uh the reason why I've had that many
[993] 54:53	kinds of terramoo
[994] 54:55	is because my sister for a while was on
[995] 54:58	a terramoo kick. She wanted to be uh she
[996] 55:02	wanted to [snorts]
[997] 55:05	she thought it was trendy. So she she
[998] 55:07	made these like 30 different kinds of
[999] 55:09	terramoo that she insist we all tasted.
[1000] 55:12	I hated them all. Absolutely hated them
[1001] 55:15	all. Uh
[1002] 55:21	It it it's and frankly it's not even a
[1003] 55:24	traditional um Italian dessert.
[1004] 55:27	It's only like 30 years old as a
[1005] 55:30	dessert, but I just don't like tiramisu.
[1006] 55:36	>> Ew.
[1007] 55:40	>> Raging Smurfs.
[1008] 55:41	>> Yeah, raging smurfs. That list sounds
[1009] 55:43	awful. I recall someone a couple days
[1010] 55:46	ago eating spicy chicken nuggets stuffed
[1011] 55:48	into a jelly donut and dipped it into a
[1012] 55:51	melted vanilla ice cream. Yeah, that
[1013] 55:52	doesn't sound good.
[1014] 55:55	Yeah, that doesn't sound good.
[1015] 56:03	Um Mortimer uh Milo says pecan pie.
[1016] 56:08	Pecan pie can be delicious. Uh I don't
[1017] 56:11	tend to like it very much because it's
[1018] 56:12	too sweet. Mrs. producer loves it. Mrs.
[1019] 56:16	Producer loves pecan pie.
[1020] 56:20	It's one of her favorites.
[1021] 56:23	But I don't care for it. Too sweet for
[1022] 56:24	me. I'm not a I don't have a big sugar
[1023] 56:26	tooth.
[1024] 56:28	So for me, um
[1025] 56:35	Tony G. Ancient Egyptian recipe. I'll
[1026] 56:37	tell you one I don't like.
[1027] 56:41	Um,
[1028] 56:43	one thing I really dislike in Egypt, and
[1029] 56:46	there's actually a lot of Egyptian
[1030] 56:47	recipes I don't like, but there's a
[1031] 56:50	recipe that you often get in Egypt,
[1032] 56:52	which is um stewed tomato and cucumber
[1033] 56:59	in a tajine.
[1034] 57:02	It's disgusting. It is so disgusting.
[1035] 57:06	It's slimy. The cucumber comes out
[1036] 57:09	slimy. The tomatoes are slimy.
[1037] 57:11	Everything in it is slimy.
[1038] 57:14	Oh. Ew. Ew.
[1039] 57:23	You like uh oniri. Uh remind me what or
[1040] 57:27	oniri is again. Um
[1041] 57:30	I don't remember what oniri is. So,
[1042] 57:33	you'll have to refresh my memory with um
[1043] 57:38	uh what on Gary is.
[1044] 57:45	Annie Manil says, "Trip tripe and
[1045] 57:47	onions." I like tripe. I I like tripe. I
[1046] 57:50	I I think tripe is really delicious.
[1047] 57:58	Uh savory rice balls wrapped in seaweed.
[1048] 58:01	I I actually I have no problem with
[1049] 58:02	that. I I like that.
[1050] 58:06	Or is that the squid is on giri? This
[1051] 58:08	the squid the deep fried squid balls.
[1052] 58:11	Which case I like that too. That that's
[1053] 58:13	fine by me.
[1054] 58:25	Okay. Uh let's move on here.
[1055] 58:29	So, but yeah, I can't really think of a
[1056] 58:31	really bad combo.
[1057] 58:35	Uh, Scrawny Hermit,
