[0] 1:24	Heat. Heat.
[720] 42:21	to see this again in just a few short
[721] 42:23	years. So,
[722] 42:26	so yeah, we're going to see this again.
[723] 42:31	So, it's not going away. We just need to
[724] 42:34	be kind of prepared for when it comes.
[725] 42:36	All right.
[726] 42:51	Uh, Bubble Trouble says, "Same thing
[727] 42:53	happens to people who think Jesus will
[728] 42:55	appear in their lifetime." Well,
[729] 42:56	everyone thinks they're living in the
[730] 42:57	end times.
[731] 43:00	So, yeah.
[732] 43:14	All right, let's move on here. Next one
[733] 43:16	here is from
[734] 43:23	uh Harry Stark. We'll take a bunch of
[735] 43:24	Harry Stark questions here and then move
[736] 43:26	on.
[737] 43:27	uh is physical media for me uh video
[738] 43:29	games and media in general dead or
[739] 43:31	dying? It's making a little bit of a
[740] 43:33	revival uh especially as uh publication
[741] 43:37	company, publishing companies, streaming
[742] 43:39	companies start yanking
[743] 43:41	uh things that have already been
[744] 43:43	purchased for and not giving refunds. Uh
[745] 43:46	we've already seen a revival in CDs and
[746] 43:49	records as a result, even even cassette
[747] 43:53	tapes, believe it or not.
[748] 43:55	uh as say
[749] 43:59	um publishers like Apple, iTunes,
[750] 44:03	um Amazon
[751] 44:05	start yanking media that people have
[752] 44:08	already paid for. Like for example, if
[753] 44:10	you are an unfortunate if if you've
[754] 44:13	bought say a ebook off of Amazon
[755] 44:18	and Amazon decides to do the you've been
[756] 44:21	naughty, we're going to ban you to the
[757] 44:24	author,
[758] 44:25	uh you can find that you want to read
[759] 44:27	that book on your your your Kindle and
[760] 44:30	it's not there. It's gone.
[761] 44:34	So, so physical media has made quite the
[762] 44:39	comeback
[763] 44:41	because you don't know if if some author
[764] 44:44	is going to get scandalized and banned,
[765] 44:47	whether or not that scandal is
[766] 44:48	justified. It's going to be the consumer
[767] 44:51	that pays the price for that. So,
[768] 44:53	>> yeah, mama.
[769] 44:57	>> Yeah, I like that. Mama says one word,
[770] 44:59	unbreakable. It's why we still published
[771] 45:02	physical books. Physical books can't be
[772] 45:06	bricked.
[773] 45:10	So yeah.
[774] 45:16	All right. So um no uh it's physical
[775] 45:20	media is not dead and dying. It's
[776] 45:22	actually making a revival.
[777] 45:30	Yeah, Andrew Grim says, "Google Play did
[778] 45:32	to me in 2020. Pulled all my music I
[779] 45:35	spent and I spent a lot of money." Yeah,
[780] 45:37	people did. People did.
[781] 45:44	That's why if I want um music, I buy the
[782] 45:46	CD and then I load it onto my PC.
[783] 45:52	Yeah. Do it myself.
[784] 45:54	I still have the CDs up on the rack
[785] 45:56	here.
[786] 46:04	All right, next one here.
[787] 46:06	Harry Stark asks, "Does David think that
[788] 46:08	archive will continue to be available in
[789] 46:10	light of recent lawsuits?" Okay, there's
[790] 46:12	two archives that are under have been
[791] 46:14	under lawsuits. Uh, Internet Archive and
[792] 46:18	Anna's Archive. Both of them have been
[793] 46:20	under our lawsuits. So it's not clear
[794] 46:23	what Harry means here. Um I think as
[795] 46:27	archive will survive and I think
[796] 46:31	uh the internet archive is going to
[797] 46:33	change. Okay, here's the here's and
[798] 46:36	here's the the fundamental difference.
[799] 46:40	Um, the Internet Archive
[800] 46:43	is
[801] 46:46	a
[802] 46:49	has a physical brick and mortar office
[803] 46:52	and servers in that physical
[804] 46:54	brickandmortar office and if they get a
[805] 46:57	judgment, it can be served on their
[806] 47:00	office. They have a physical presence
[807] 47:03	that can be uh basically punished if
[808] 47:07	they lose their lawsuits,
[809] 47:09	which they haven't actually been winning
[810] 47:11	very many of.
[811] 47:13	In the case of Anna's archive, it does
[812] 47:16	not have a physical presence. It is on
[813] 47:19	the cloud.
[814] 47:20	All it has to do is just switch
[815] 47:22	locations. They've been going after the
[816] 47:25	DNS names of Anna's archive, but at the
[817] 47:27	same time too, um, all they need to do
[818] 47:31	is find another hosting agency, and
[819] 47:34	there's a lot of them out there that
[820] 47:36	would be willing to do it and turn a
[821] 47:38	blind eye to any US judgments against
[822] 47:41	it. So, I think I think people I think
[823] 47:45	as archive is going to survive the same
[824] 47:47	way pirate bay has survived.
[825] 47:50	Internet archive will not survive in the
[826] 47:53	same way again because the internet
[827] 47:56	archive is way too dependent on physical
[828] 47:59	servers and um its physical presence. So
[829] 48:06	all right next one here
[830] 48:10	Harry Stark what's the what caused the
[831] 48:13	programming language assembly to become
[832] 48:15	extinct? are the fact it's difficult to
[833] 48:17	program.
[834] 48:19	It takes a lot of code to program very
[835] 48:22	very simple things.
[836] 48:24	Um
[837] 48:26	using modular programming is next to
[838] 48:29	impossible in assembly.
[839] 48:31	It's it's not a versatile language if
[840] 48:34	you want to do large coding pro
[841] 48:36	projects.
[842] 48:37	Um it really only has one use these days
[843] 48:41	which is coding boot code. That's it.
[844] 48:43	That's really the only purpose that
[845] 48:45	assembly has. Um, and frankly that's the
[846] 48:49	only purpose it's had for probably going
[847] 48:51	on now 20 years.
[848] 48:54	So assembly language really really
[849] 48:58	nobody uses it anymore except for boot
[850] 49:00	code. That's it. And boot code has
[851] 49:03	become so standardized now that very few
[852] 49:05	people are writing new assembly code.
[853] 49:10	All right. Next one here from Harry
[854] 49:11	Stark. What caused the programming
[855] 49:13	language Pearl to become extinct? Uh the
[856] 49:16	fact it's really difficult to debug.
[857] 49:19	It's incredibly easy to create
[858] 49:21	offiscated Pearl code and even simple
[859] 49:24	Pearl code can be exceptionally
[860] 49:25	difficult to debug. Really what made
[861] 49:28	Python supersede Pearl was that per
[862] 49:33	Python is incredibly easy to debug. As
[863] 49:37	long as you have a structured editor,
[864] 49:39	Python's incredibly easy to debug.
[865] 49:44	Pearl isn't can be incredibly difficult
[866] 49:47	to debug. On the other hand,
[867] 49:53	CPM versus DOSS. Yeah, my dad hates
[868] 49:56	Pearl. I I made a career around writing
[869] 49:58	Pearl. I made like I wrote like half a
[870] 50:01	million lines of Pearl code in my
[871] 50:02	career.
[872] 50:04	But I switched to Python as soon as I
[873] 50:06	discovered how easy it was to debug.
[874] 50:10	So,
[875] 50:14	so it's just one of those things where
[876] 50:16	um
[877] 50:19	um it's just one of those things where
[878] 50:21	is you know you're putting all your
[879] 50:24	effort into debugging with Pearl. Like
[880] 50:26	90% of your effort is going into
[881] 50:28	debugging. with Python, your
[882] 50:32	um your effort is going into
[883] 50:37	coding.
[884] 50:39	And if you're a programmer, you'd much
[885] 50:40	rather have your effort go into coding
[886] 50:42	than debugging.
[887] 50:47	>> Yeah.
[888] 50:50	>> Yeah. Ryan Cohen Cap, the pearl of great
[889] 50:52	errors.
[890] 51:01	Okay.
[891] 51:05	Uh, Harry Stark goes, "Any thoughts on
[892] 51:07	pointandclick adventure games?" They
[893] 51:09	have their place. I don't play them. Um,
[894] 51:12	some people like them.
[895] 51:14	Um, they can be they can be interesting.
[896] 51:18	Um,
[897] 51:20	a lot of all interfaces at some point
[898] 51:22	will use some sort of uh point-and-click
[899] 51:26	uh device, whether it's like a a map. If
[900] 51:30	your game has a map in it, you're doing
[901] 51:32	a point-and-click
[902] 51:35	um
[903] 51:36	um interaction there. So yeah, there's
[904] 51:40	there's nothing wrong with
[905] 51:41	point-and-click adventure games, but
[906] 51:44	again, they're not really my thing in
[907] 51:47	general.
[908] 51:55	Uh Harry Stark asks, "What video editing
[909] 51:57	program does David use and why?" I use
[910] 51:59	um Adobe's um
[911] 52:03	uh Premiere Pro. That's what I use. Why
[912] 52:06	do I use it? because I've always used
[913] 52:08	it. I've used it since I was in college.
[914] 52:11	So,
[915] 52:16	it works. Now, I I hear Da Vinci works
[916] 52:19	very well, but I've never tried it. I've
[917] 52:22	never tried it myself.
[918] 52:28	Harry Stark asks, "What storage platform
[919] 52:30	does David use and why?" I don't I don't
[920] 52:33	use cloud storage. Uh, I don't like the
[921] 52:36	idea of cloud storage. Uh, I don't like
[922] 52:40	the fact that a cloud storage can just
[923] 52:43	take away all your data and make it
[924] 52:46	disappear.
[925] 52:48	I don't like that a cloud storage
[926] 52:50	platform can view my data.
[927] 52:55	Uh, in fact, what I do on my PCs is I
[928] 52:58	disable the cloud.
[929] 53:01	Yes, your your your PCs come with cloud
[930] 53:05	storage integrated in. I absolutely disa
[931] 53:08	disable it and I disable it for word. I
[932] 53:11	disable it for because Word will store
[933] 53:13	your your files on the cloud. If you use
[934] 53:16	autosave now uh
[935] 53:20	uh with Word, it will store your your
[936] 53:22	your
[937] 53:24	data on the cloud and and I don't want
[938] 53:26	that.
[939] 53:27	I don't want others looking at my data.
[940] 53:31	You know, if there's a data breach, your
[941] 53:33	data is out there
[942] 53:36	and stuff I do is often way too
[943] 53:39	sensitive for that.
[944] 53:46	So, I don't use cloud storage. Um, I
[945] 53:49	also don't like that um cloud storage
[946] 53:52	providers can change their terms on the
[947] 53:55	fly. Almost all cloud storage has a
[948] 53:58	clause in it that says they can change
[949] 54:00	the terms at any time, which means they
[950] 54:03	can charge you to download the data,
[951] 54:06	>> your own data.
[952] 54:07	>> Your own data.
[953] 54:08	>> Yeah. Most of that stuff violates all
[954] 54:13	the primary building blocks.
[955] 54:15	>> Yeah.
[956] 54:17	Uh Mama says, "Doc, exactly. Cloud
[957] 54:20	storage is just invitations to spy and
[958] 54:22	steal." Yeah, it it can be.
[959] 54:27	Dark Blade goes, "What do you do if you
[960] 54:30	have to change computers?" I got this
[961] 54:32	great big storage device called a Naz.
[962] 54:39	And I have like like 15 20 terabytes
[963] 54:46	that I can store my stuff on the NAS
[964] 54:50	and I keep the bulk of the data on the
[965] 54:54	NAS. Okay. Um, the most sensitive stuff
[966] 54:58	I'll keep on a uh mirror drive on my
[967] 55:02	desktop,
[968] 55:04	but I also will like if I have to change
[969] 55:08	computers for some reason,
[970] 55:11	copy my PC data, which I keep very
[971] 55:14	segregated anyway, onto the NAS, put up
[972] 55:18	the new computer, copy it back from the
[973] 55:20	.naz onto the PC. Very, very simple.
[974] 55:30	Um, Darkly asks, "Is that like a flash
[975] 55:32	drive?" No, it's not a flash drive. Um,
[976] 55:36	it's a networkattached storage.
[977] 55:39	It's basically a small storage array.
[978] 55:43	So, it's aworked storage array. So, it
[979] 55:47	looks like a NFS or a um a Samba drive,
[980] 55:54	but it's actually a device that contains
[981] 55:57	three or four hard drives in it that are
[982] 56:00	all mirrored. So,
[983] 56:05	what's I don't forget what the brand is
[984] 56:07	for for it, but
[985] 56:11	let me see if I can look this up
[986] 56:12	quickly. I'll tell even tell you what
[987] 56:13	brand I use.
[988] 56:16	If I can find it here.
[989] 56:37	Uh,
[990] 56:38	I use a Synology. I have a Synology. I
[991] 56:42	have one of the small ones.
[992] 56:44	Now, I understand that people can
[993] 56:47	there's there's a lot of tutorials on
[994] 56:49	how to make your own Synology um NAS
[995] 56:52	drives. Okay.
[996] 56:55	I just don't want to deal with that.
[997] 56:57	Okay.
[998] 56:58	Um, Synology makes a very very good,
[999] 57:02	very easy to use
[1000] 57:05	NAS drive and you know I it took me less
[1001] 57:09	than a day to set up
[1002] 57:12	and it's just
[1003] 57:18	it's just one of those things that I
[1004] 57:20	would just copy the data over to a NAS
[1005] 57:22	and be done with it.
[1006] 57:31	Uh, CBM versus DOSS. I'm going back to
[1007] 57:33	real real data tapes at this rate. Oh.
[1008] 57:35	Oh, yeah. Those were ugly. Those were
[1009] 57:38	ugly.
[1010] 57:42	Yeah.
[1011] 57:45	Yeah. Real real data tapes were really
[1012] 57:47	ugly.
[1013] 57:56	Uh Jack goes, "I might need a new
[1014] 57:59	computer." And my manager was a gas at
[1015] 58:01	how old it is. Uh yeah, sometimes
[1016] 58:04	sometimes that happens.
[1017] 58:06	I mean, I've used I've used computers on
[1018] 58:08	the job that were over 20 years old.
[1019] 58:13	Co punch cards. Yeah.
[1020] 58:17	Yeah. Punch cards. I remember those.
[1021] 58:22	keeps learning. Hard drive prices keep
[1022] 58:24	getting more and more expensive. Yeah,
[1023] 58:25	as storage is getting more expenses.
[1024] 58:27	Yeah, hard drives are getting more
[1025] 58:28	expensive, but uh there's still no
[1026] 58:31	replacing them. Not yet, anyway.
[1027] 58:42	>> Uh
[1028] 58:44	yeah, transfers are scary.
[1029] 58:47	All
[1030] 58:50	right, let's move on. The next one here,
[1031] 58:53	uh, next uh, next super chat here is
[1032] 58:55	from 501 Mobius for uh, $10. Thank you
[1033] 58:58	for the super chat. Uh, the destruction
[1034] 59:00	date of Hotsour was comprised by two
[1035] 59:02	Philistine shards found by Moshi Dothan.
[1036] 59:05	Does that seem suspicious as Mo Moshe
[1037] 59:07	Dothan also excavated at Philistine
[1038] 59:10	Philistine town of Ashdod? Um, no, not
[1039] 59:14	necessarily.
[1040] 59:15	Um,
[1041] 59:18	here's one of the things I would say.
[1042] 59:20	Uh,
[1043] 59:22	archaeology is a
[1044] 59:26	corroborative science. It's a
[1045] 59:28	corroborative science. Okay. So, you get
[1046] 59:32	a result from say an initial excavator
[1047] 59:36	uh in this case to th
[1048] 59:39	it matters almost more who comes after
[1049] 59:42	and how it's corroborated.
[1050] 59:45	Now, we've had a lot of excavators at at
[1051] 59:50	Hatsor since Dthon. Uh there's been Ben
[1052] 59:54	um I forget what's her name now, but
