[0] 0:00	Heat. Heat.
[717] 40:52	There's a lot of things I like about the
[718] 40:55	Dune series. It's got this idea of the
[719] 40:57	future and what mankind is like, what
[720] 41:00	mankind is like without um, without
[721] 41:04	artificial intelligence.
[722] 41:06	Very, very interesting, thoughtprovoking
[723] 41:08	series.
[724] 41:11	Um, it's a great read, too. It's a just
[725] 41:12	a great read.
[726] 41:16	Um, I didn't like all Herbert's books,
[727] 41:18	okay? I think some of his books were
[728] 41:19	pretty badly written.
[729] 41:23	I think like The White Plague was
[730] 41:25	horribly written. Um,
[731] 41:28	some of his books were just not good.
[732] 41:31	And I'll be I'll be straight up for I
[733] 41:33	think I think it's one of those things
[734] 41:34	where um Herbert's books
[735] 41:38	Dune was really really the best of his
[736] 41:41	series, the best of his books.
[737] 41:44	And
[738] 41:45	I think I I very few of his books
[739] 41:50	outside of Dune I thought were any good.
[740] 41:53	And that's because of it a large part of
[741] 41:56	it is his his style of writing.
[742] 42:00	um
[743] 42:02	can be very obtuse at times
[744] 42:06	and not obtuse obtuse in a good way, but
[745] 42:11	more that the the writing was kind of
[746] 42:13	muddy and you weren't kind of you
[747] 42:15	couldn't really follow what was going
[748] 42:16	on.
[749] 42:18	But at least with Dune, you had a good
[750] 42:20	sense of where everything was going.
[751] 42:23	In fact, that was part of what made it
[752] 42:26	such a good series was that it was
[753] 42:28	constructed in such a way that all the
[754] 42:31	building pieces that were put together
[755] 42:33	so that one just fell after the other
[756] 42:36	like dominoes.
[757] 42:38	He didn't always do that with his books,
[758] 42:40	which is unfortunate.
[759] 42:47	Mysterious fungus says Tokiian didn't
[760] 42:50	like Doom. I don't always like Tokien
[761] 42:52	either.
[762] 42:53	Um,
[763] 42:56	there are some things I think some ways
[764] 42:58	I think Token is an overrated
[765] 43:01	storyteller, too. Okay,
[766] 43:04	I know that's going to be heresy.
[767] 43:07	I know there's going to be pitchforks
[768] 43:09	and and and torches as soon as I said
[769] 43:12	that.
[770] 43:17	I think I think some of of Tokien's
[771] 43:19	writing was really overrated.
[772] 43:23	Like the 50page Council of of of Elron.
[773] 43:32	Oh boy.
[774] 43:34	That's That's what I love. We all love
[775] 43:37	is 50 pages of of business meetings.
[776] 43:42	Fantastic.
[777] 43:44	Oh, we all love meetings at the best of
[778] 43:46	times.
[779] 43:52	Yeah, as my producer said it, you read
[780] 43:55	you read a novel to escape reality only
[781] 43:58	to be stuck in another board meeting.
[782] 44:02	Perfect. Fantastic.
[783] 44:07	[Laughter]
[784] 44:10	Ah, good times. good times.
[785] 44:21	Um, another thing I mean the ending too
[786] 44:24	is just insufferably long on on the Lord
[787] 44:28	of the Rings uh where he for like um
[788] 44:32	like 20 chap uh 50 pages says goodbyes,
[789] 44:36	you know, half of half of half of it was
[790] 44:41	uh you know going from town to town
[791] 44:44	saying goodbye to everyone. fun. You
[792] 44:47	didn't need that to be eased out of the
[793] 44:49	story. You know, 10 pages, 20 pages
[794] 44:52	would have sufficed. 50 really.
[795] 44:59	And then and then and then the uh you
[796] 45:01	had all of those um appendixes at the
[797] 45:05	end like you had the the the the um
[798] 45:08	Elvish dictionary and and the
[799] 45:10	genealogies of the dwarves. It's like,
[800] 45:14	who needs all of this?
[801] 45:27	Like, really?
[802] 45:36	Here, you'll see. Dude, I needed that to
[803] 45:38	get through the Sylmerelion.
[804] 45:40	Yeah, Sylmerelion had some of those same
[805] 45:42	problems, too.
[806] 45:44	[Laughter]
[807] 45:50	Um,
[808] 45:52	yeah, I haven't. Yeah. So, I mean, I'm
[809] 45:57	for for all the all the um all the shade
[810] 46:00	token places on Dune, at least Herbert
[811] 46:04	could tell a cohesive story and then
[812] 46:07	know when to stop.
[813] 46:11	You know, learning to stop writing is an
[814] 46:13	art as well
[815] 46:20	as Louisis Carol puts it in uh when the
[816] 46:23	Queen of Hearts asks Alice or I think
[817] 46:26	maybe it was the King of Hearts, you
[818] 46:28	know, when she's asked to relate the
[819] 46:29	tale, you know, she she says start at
[820] 46:32	the beginning, continue through the
[821] 46:33	through the middle,
[822] 46:35	stay the end, then stop.
[823] 46:42	No, I think that's that's the king of
[824] 46:43	hearts.
[825] 46:45	Uh, yes, there is a king of hearts.
[826] 46:48	There is a king of hearts in in in Alice
[827] 46:50	in Wonderland.
[828] 46:52	He doesn't get as much attention as the
[829] 46:54	Queen of Hearts.
[830] 46:58	Oh, no. I don't think so.
[831] 47:07	to stop.
[832] 47:10	Yeah. Rob Lair says, "Knowing when to
[833] 47:12	stop is a good talent to have for
[834] 47:14	sermons, too." Absolutely.
[835] 47:16	Yeah. Yeah. Once you get your point
[836] 47:19	across, you don't have to belabor it.
[837] 47:22	Stop. Just stop.
[838] 47:26	I mean, I I've known some some excellent
[839] 47:28	preachers that had no conclusion at all.
[840] 47:32	He just stopped. Dead. He's like, "He's
[841] 47:35	done. I'm done. Here's
[842] 47:39	the sermon. I'm done.
[843] 47:43	It's perfectly valid. Yeah.
[844] 47:46	Well, I mean, a lot of it is we tend to
[845] 47:49	belabor conclusions
[846] 47:52	because almost all of us in the west are
[847] 47:55	taught to write using the essay method.
[848] 47:59	you know, where we have, you know, you
[849] 48:02	start with your introduction, you do
[850] 48:04	three paragraphs with one point each,
[851] 48:06	and then you do your conclusion.
[852] 48:09	It's a really, really terrible way to
[853] 48:11	learn writing.
[854] 48:15	Mhm.
[855] 48:23	So I mean but
[856] 48:26	a lot of times it's better just to get
[857] 48:28	to your point and then stop. Now for
[858] 48:31	most most say literary works of fiction.
[859] 48:36	You do want to decompress your reader
[860] 48:38	out of the story world
[861] 48:41	but that doesn't take much. you know, 10
[862] 48:44	pages, 15 pages maybe,
[863] 48:48	you know, for for a fulllength novel.
[864] 48:50	But
[865] 48:52	[Laughter]
[866] 48:55	Dman, we need to write sermons like
[867] 48:57	Token Long.
[868] 49:03	Mama says, "I will say this. I love
[869] 49:05	poetry, but the poetry went on a little
[870] 49:07	too long sometimes." Yep.
[871] 49:14	Mysterious fungus. How about the guy
[872] 49:16	that has just an introduction and
[873] 49:17	conclusion? You might want to flesh it a
[874] 49:20	little more than that.
[875] 49:23	Mama says it takes more than one
[876] 49:24	sentence though, Doc.
[877] 49:27	I don't know. I Sometimes Sometimes you
[878] 49:29	do want to leave him hanging. You
[879] 49:31	sometimes do want to leave him hanging.
[880] 49:34	Well, that's that's not if the story
[881] 49:36	demands that um you end on one sentence,
[882] 49:40	then end on one sentence.
[883] 49:46	But it depends what you want your
[884] 49:48	audience to feel at the end. You know,
[885] 49:50	that's a that's a literary effect, too.
[886] 49:52	And it's not just the cliffhanger to get
[887] 49:54	a person to read the next book. Uh it
[888] 49:58	can be you can do this as a literary
[889] 50:00	effect just to keep people off balance
[890] 50:06	or in anticipation of something else to
[891] 50:08	come. Uh I think it was the book of is
[892] 50:10	it's either book of kings or book of
[893] 50:12	chronicles that ends this way too. Okay.
[894] 50:16	Where it just ends. It just stops
[895] 50:20	because the audience knows that there's
[896] 50:22	more coming.
[897] 50:24	So
[898] 50:26	um
[899] 50:30	so so there there there are times when
[900] 50:32	you just want to end a story just
[901] 50:34	because because you want to leave them
[902] 50:37	with a certain impression and feeling.
[903] 50:39	So
[904] 50:43	Ryan Kap says Chronicles ends
[905] 50:45	mid-sentence. Yeah. Yeah. Just ends in
[906] 50:50	the middle of it. Yep. Yep. Just in the
[907] 50:53	middle. Yeah. That's how Chronicles
[908] 50:55	ends.
[909] 51:00	So, you know, it's this is this is an
[910] 51:02	this is an important effect that that
[911] 51:03	you want to have sometimes in your
[912] 51:05	writing. And you can do this in fiction
[913] 51:07	as well. It's very very effective when
[914] 51:10	done right. It can come off cheesy if
[915] 51:14	you do it too often or if you um do it
[916] 51:17	gratuitously.
[917] 51:19	But
[918] 51:22	Ryan Coat, you missed my joke. No, I got
[919] 51:24	the joke. It just wasn't that funny.
[920] 51:29	But but here's the thing. You can uh it
[921] 51:33	is it is a uh it is one of those things
[922] 51:36	where just sometimes you stop
[923] 51:52	Dark Blade. Maybe the author just died
[924] 51:54	before he could finish.
[925] 51:56	That has happened. Yeah, that's
[926] 51:58	happened.
[927] 52:05	It's serious fungus. Not like end
[928] 52:07	abruptly, but it does seem weirdly
[929] 52:09	rushed. Well, sometimes you want to make
[930] 52:12	them feel that way, though. If it feels
[931] 52:14	rushed and that's where you're going
[932] 52:16	with this.
[933] 52:18	Um, you know, sometimes you want them to
[934] 52:21	still feel like they're gasping for air
[935] 52:24	at the end of it, you know, and that's a
[936] 52:27	that's if you want if you want to make
[937] 52:29	your audience feel your reader feel that
[938] 52:32	way, then that's a good approach.
[939] 52:36	Mama Montipython. Oh, they got they did
[940] 52:38	it because they ran out of material.
[941] 52:41	Yikes.
[942] 52:43	Yeah.
[943] 52:46	Yeah. The Montipython endings were
[944] 52:47	famous for just stopping because they
[945] 52:50	ran out of things to say. Yeah, that's
[946] 52:52	that's not a good That's not a good
[947] 52:53	ending. That's not a good ending, but
[948] 52:56	they got away with it.
[949] 53:00	Yeah, they got away with it.
[950] 53:04	All right, let's move on to the super
[951] 53:05	chats here.
[952] 53:07	Uh, next one here is from AT Ministries
[953] 53:08	for 199. Thank you for the super chat.
[954] 53:12	He asks, "Thoughts on non-institutional
[955] 53:14	churches? Um, I think you mean
[956] 53:17	non-denominational, but um, unless you
[957] 53:20	do mean something else by this, uh, I
[958] 53:23	have no problems with them. Um,
[959] 53:27	I think, uh,
[960] 53:31	like just like institutional churches,
[961] 53:34	you can have good ones and bad ones.
[962] 53:37	Um,
[963] 53:39	but I don't have any problem with them,
[964] 53:41	per se. Okay. Uh, like all churches,
[965] 53:44	check out their doctrinal statement and
[966] 53:46	the theology. Check out what it's what
[967] 53:49	the culture of the church is like and
[968] 53:54	um, you know, make sure you're not
[969] 53:55	getting into anything strange, okay? But
[970] 53:59	a non-institutional church, a
[971] 54:02	non-denominational church is just fine
[972] 54:04	as far as I'm concerned.
[973] 54:08	The next one here is from 80 Mysteries
[974] 54:10	for 199.
[975] 54:12	Issues with the two Babylons.
[976] 54:16	What do you mean?
[977] 54:18	I'm not sure what you mean here by the
[978] 54:19	two Babylons.
[979] 54:22	Um,
[980] 54:24	mean talk about the original Babylon
[981] 54:26	versus say the esqueological Babylon.
[982] 54:29	Uh, is that what you mean here? Um, I'm
[983] 54:31	trying to figure out what you mean here.
[984] 54:34	So,
[985] 54:36	oh that's a book by Alexander Hislop.
[986] 54:40	Uh, I haven't read it. I haven't read
[987] 54:43	it. Uh, generally I do not think
[988] 54:45	anything Alexander Hislop is very good.
[989] 54:48	Okay. Um,
[990] 54:52	but if he's talking about the Alexander
[991] 54:54	Hislop book, I wouldn't recommend it.
[992] 54:57	Almost everything Hislop has done has
[993] 54:59	been slop.
[994] 55:01	I I haven't read the two Babylons, so I
[995] 55:04	can't say. All right.
[996] 55:11	Yeah. Other than the author doesn't have
[997] 55:12	a good track record. Yeah.
[998] 55:15	I mean, you just you just you just come
[999] 55:18	into some um authors that even if you
[1000] 55:22	don't read everything they wrote,
[1001] 55:25	you can pretty much
[1002] 55:28	you can pretty much guess it's not going
[1003] 55:30	to be a good book, you know, just
[1004] 55:32	because of the track record.
[1005] 55:38	Yeah, it's in the name. Well,
[1006] 55:42	mysterious
[1007] 55:46	function because I can see one issue
[1008] 55:48	that's too many Babylons
[1009] 55:52	right
[1010] 55:54	does it end abruptly could be
[1011] 56:00	fireman Stephen King
[1012] 56:04	maybe maybe
[1013] 56:06	[Laughter]
[1014] 56:11	Oh boy.
[1015] 56:15	So no, I I again I if if they got a
[1016] 56:18	track bad track record, the the the
[1017] 56:20	chances of them producing a good book is
[1018] 56:21	going to be really small. And good book,
[1019] 56:24	I mean like uh reliable.
[1020] 56:27	Um so for example, I would I'd place Hop
[1021] 56:30	in that category. Um I would place uh
[1022] 56:35	who else would I place in David Ro. I'd
[1023] 56:37	put in that category. Um
[1024] 56:41	um
[1025] 56:43	uh Elovsky would be in that category
[1026] 56:46	too. Um yeah. So so there's a lot of
[1027] 56:50	writers that you know they have a track
[1028] 56:52	record of producing rubbish. So if they
