[0] 0:22	Oh,
[720] 40:14	I mean it's not like Libya's doing it. I
[721] 40:18	mean, yeah, they Libya Libya is in
[722] 40:20	decline at this point. You know, the the
[723] 40:24	26th dynasty, they're the Libyan rulers.
[724] 40:26	They're they're withdrawing. They're
[725] 40:30	withdrawing from Egypt and and um you
[726] 40:34	know, they're going they're still
[727] 40:36	reigning at Tannis, but but they're
[728] 40:38	they're withdrawing from the rest of
[729] 40:41	Egypt because they can't hold it.
[730] 40:44	Well, then the question is, who is it
[731] 40:45	that they can't hold it from?
[732] 40:49	It's not the Israelites certainly
[733] 40:51	because the Israelites are having their
[734] 40:52	problems with Babylon. It's not the
[735] 40:54	Assyrians. The Assyrians are defeated.
[736] 40:58	And the Assyrians did, you know, conquer
[737] 41:02	Egypt twice.
[738] 41:05	Okay. So,
[739] 41:07	the sort of the pump was primed here for
[740] 41:10	Babylon to at least do another raid.
[741] 41:12	Another raid where they stole stuff.
[742] 41:15	So, here's the thing. I don't think
[743] 41:19	Nebuchadnezzar came into Egypt and ruled
[744] 41:23	or even replaced the king because the
[745] 41:25	king was too far north. He was he's in
[746] 41:27	the swamps. Nobody cares to go after
[747] 41:30	him. But I think what happened was that
[748] 41:32	Nebuchadnezzar raided Egypt, stole the
[749] 41:35	stuff, and went home. Essentially verse
[750] 41:39	19, he will carry off her wealth and
[751] 41:42	capture her spoil and cease her plunder
[752] 41:44	and it will be wages for his army. And
[753] 41:46	that's exactly what I think happened.
[754] 41:48	They took that all that sacred
[755] 41:49	furniture. They hauled it back to
[756] 41:52	Babylon. They put it in the f the
[757] 41:54	furnaces. They burned it all all down to
[758] 41:57	metal. And then they paid their soldiers
[759] 42:00	because that's what Babylonians did.
[760] 42:02	They stole ritual furniture. They melted
[761] 42:05	it down. and they use the metal to pay
[762] 42:08	their their armies.
[763] 42:10	What better what better place to get
[764] 42:13	that stuff than Egypt,
[765] 42:15	you know? That's that's
[766] 42:18	that only makes sense. So,
[767] 42:22	so that's that's what I think happened.
[768] 42:25	Uh we don't have a lot of inscriptions
[769] 42:27	from that time period. And that's
[770] 42:29	another thing too is we don't have a lot
[771] 42:31	of inscriptions from that period of
[772] 42:32	time. So it's hard to confirm one way or
[773] 42:34	the other, but from it looks from from
[774] 42:36	at least the the what small data we have
[775] 42:39	from that time period, that's what seems
[776] 42:41	to happen is Egypt got looted by someone
[777] 42:46	during the time of Aparice.
[778] 42:49	Who can do this? Well, there ain't many
[779] 42:51	options. So anyway, I hope that helps.
[780] 42:54	Thank you very much for the super chat.
[781] 42:55	Very much appreciated.
[782] 42:59	[laughter]
[783] 43:00	Andrew Graham, come on. Take the money
[784] 43:02	and run. Yeah,
[785] 43:09	Dark Blade basically went to Egypt as a
[786] 43:11	cash grab because Tyer didn't provide
[787] 43:13	enough loot. Is that right? Yeah, that's
[788] 43:15	right.
[789] 43:18	Um, Egypt was was a paper tiger. It was
[790] 43:21	It couldn't defend its borders and it
[791] 43:24	was just right for the for the looting.
[792] 43:27	Uh, they didn't hang around. They didn't
[793] 43:28	want to hang around. They didn't need to
[794] 43:30	hang around. They just stole stuff and
[795] 43:31	went home.
[796] 43:35	Okay, next one here.
[797] 43:38	Super chat here is from
[798] 43:40	uh TBTM499.
[799] 43:43	Thank you for the super chat.
[800] 43:45	What do you think happened to Sonacri's
[801] 43:47	army? Isaiah 37:36.
[802] 43:50	Is it plague? As in 2 Samuel 24:15-16,
[803] 43:54	Angel Lord struck Israel with a plague.
[804] 43:56	All right, let's take a look at the text
[805] 43:58	and then I'll give you what I think.
[806] 44:02	Isaiah
[807] 44:04	37
[808] 44:09	36.
[809] 44:13	Then the angel of the Lord went out and
[810] 44:15	struck 185,000 in the camp of the
[811] 44:17	Assyrians. When men rose early in the
[812] 44:20	morning, behold, all these were dead.
[813] 44:22	Okay,
[814] 44:23	you know what I think killed the
[815] 44:25	Assyrians?
[816] 44:26	Kalera,
[817] 44:28	[laughter]
[818] 44:31	Kalera killed the Assyrians.
[819] 44:35	[gasps]
[820] 44:35	Uh,
[821] 44:39	here's here's the thing with chalera.
[822] 44:43	You get this in particularly in
[823] 44:46	campsites
[824] 44:48	and places of confined
[825] 44:51	or confined areas where you don't have
[826] 44:53	good sanitation
[827] 44:56	where the water supply is sketchy
[828] 44:59	and people are in tight tight groups
[829] 45:03	and it will kill you dead than dead
[830] 45:06	fast.
[831] 45:08	So that's what I think happened here is
[832] 45:12	they had contaminated water
[833] 45:15	that they contaminated because they
[834] 45:17	weren't practicing good sanitation being
[835] 45:19	soldiers.
[836] 45:21	There was a lot of them stuck in one
[837] 45:23	place, you know, camped around
[838] 45:25	Jerusalem.
[839] 45:27	And I think Kalera got the best of them.
[840] 45:30	And Kalera can kill a lot of people
[841] 45:32	really, really quickly.
[842] 45:38	That wouldn't surprise me at all.
[843] 45:44	You know, collar is just one of those
[844] 45:46	crazy things that,
[845] 45:50	you know, that can leave a half the city
[846] 45:52	dead.
[847] 45:56	Um, and there have been many, many color
[848] 45:59	outbreaks in history that have killed a
[849] 46:01	lot of people.
[850] 46:04	Mama says call her a tail as old as
[851] 46:06	time.
[852] 46:08	Yeah,
[853] 46:10	>> sadly. Yes.
[854] 46:12	Yes. Sadly, Kalera. Well, there was one
[855] 46:15	instance of of chalera in Chicago
[856] 46:20	that was really uh
[857] 46:24	um pretty uh
[858] 46:26	in that case uh in the case of the
[859] 46:28	Chicago outbreak
[860] 46:32	um
[861] 46:35	they had piped the sewage into the water
[862] 46:38	supply.
[863] 46:41	Okay, they had actually connected the
[864] 46:44	sewage and the water lines.
[865] 46:48	So anyone who drank from the fresh water
[866] 46:51	got chalera
[867] 46:53	and it killed thousands of people. It
[868] 46:56	killed thousands of people. Uh they only
[869] 47:00	they discovered it because
[870] 47:02	um
[871] 47:06	um
[872] 47:07	they they noticed that those people who
[873] 47:09	were drinking at the breweries weren't
[874] 47:12	getting chalera.
[875] 47:14	So So you went to the pubs and you
[876] 47:16	didn't catch chalera.
[877] 47:19	So people who went to the pubs drank
[878] 47:21	beer all day. They were fine
[879] 47:25	because beer is boiled.
[880] 47:29	So,
[881] 47:32	so you know,
[882] 47:39	so you know that that that's that's just
[883] 47:41	one of those things where getting drunk
[884] 47:43	wins again. Yeah, it does.
[885] 47:47	Alcohol alcoholics stay winning
[886] 47:52	[laughter] until the liver gives out.
[887] 47:53	Yeah, but um I mean compared to chalera,
[888] 47:57	you know, alcoholism won't kill you
[889] 47:59	quite as fast.
[890] 48:02	>> There is the
[891] 48:06	>> Yeah,
[892] 48:07	>> that
[893] 48:09	could be your
[894] 48:17	>> Oh, yeah. Well, yeah. I mean, beer had
[895] 48:19	always had a nutritional supplementary
[896] 48:21	value in in all cultures. So,
[897] 48:26	yeah, beer the number one strategy for
[898] 48:28	cleaning water since 3000 BC. It was
[899] 48:32	Yeah.
[900] 48:33	At Ministries, Jetty's wisdom is
[901] 48:36	timeless. Oh, yeah. Yeah. Jetty drank
[902] 48:39	like six gallons of beer a day. That
[903] 48:43	That's all he drank was beer.
[904] 48:46	Now granted, the beer of Egypt was like
[905] 48:49	1 to 3%. It wasn't strong, but
[906] 48:57	yeah. So, um,
[907] 49:00	so yeah, I mean, in a case, I mean,
[908] 49:03	that's that's what they discovered in
[909] 49:04	Egypt was those who drank from the river
[910] 49:06	were the sickest, then the wells, then
[911] 49:10	the healthiest drank beer.
[912] 49:13	So,
[913] 49:15	and it was it was true in Chicago
[914] 49:18	uh during the chalera outbreak that
[915] 49:21	those who drank beer lived while those
[916] 49:26	who drank from the water taps got kalera
[917] 49:29	and died.
[918] 49:32	So that's what I think happened to his
[919] 49:34	army. I think there was a sanitation
[920] 49:36	issue. They caught chalera and hundreds
[921] 49:40	of thousands of tens of thousands of
[922] 49:42	them died as a result. So,
[923] 49:46	uh, so anyway, I hope that helps. That's
[924] 49:48	what I think happened. No proof, of
[925] 49:50	course, but it's a pretty good estimate
[926] 49:53	seeing how many died, how fast.
[927] 49:57	And Kalera can kill very very quickly,
[928] 50:00	especially if there's already
[929] 50:02	dehydration involved, which given a
[930] 50:05	conquest isn't uh given an army's um
[931] 50:10	encampment isn't actually unexpected
[932] 50:12	either. Yeah.
[933] 50:15	So, hope that helps. Thank you for the
[934] 50:16	super chat. Very much appreciated.
[935] 50:21	Next one here is from 501 Mobius for
[936] 50:24	$10. Thank you for the super chat. In 1
[937] 50:28	Chronicles 7:21, what are the sons of
[938] 50:31	Ephraim doing? Stealing livestock in
[939] 50:33	Gath. They should be in Egypt living the
[940] 50:36	life of luxury as skyion grandsons of
[941] 50:39	the vizier. Okay, there's some issues
[942] 50:43	here. Let's get to this because it isn't
[943] 50:46	quite like that.
[944] 50:49	First Corinthian Chronicles, sorry. 1
[945] 50:52	Chronicles
[946] 50:56	Chronicles
[947] 50:58	7.
[948] 51:01	All right,
[949] 51:09	we'll start at verse 20 here. And the
[950] 51:10	sons of Ephraim wereah
[951] 51:13	and Bered his son, Tahath his son,
[952] 51:16	Eladah his son, Tahath his son, Zabad
[953] 51:20	his son, Chetila his son, and Ezar and
[954] 51:23	Iliad whom the men of Gath who were born
[955] 51:27	in the land killed
[956] 51:30	because they came down to take their
[957] 51:32	livestock. Okay? And their father
[958] 51:34	Ephraim born many days and his relatives
[959] 51:36	came to comfort him. Okay? Now there are
[960] 51:39	some there's some a lot of confusion
[961] 51:41	with this passage. Okay.
[962] 51:45	Uh first of all
[963] 51:47	this is once they actually enter the
[964] 51:49	holy land.
[965] 51:51	So the span of time between Ephraim
[966] 51:55	and these people is about 300 years.
[967] 51:59	Okay. So this is not the original
[968] 52:02	Ephraim.
[969] 52:04	This is the um this is the what what we
[970] 52:08	call the progenitor or not the
[971] 52:11	progenitor the clan chief the the the
[972] 52:13	tribal chief. Okay. So he's the tribal
[973] 52:16	chief that that's doing the morning
[974] 52:17	here. Okay. And he's doing morning on
[975] 52:20	behalf of of Ephraim the original
[976] 52:23	Ephraim and these so-called sons. These
[977] 52:27	are the clans. Okay. So that's what's
[978] 52:30	going on as far as the setting here.
[979] 52:33	Okay. So if if this had been the actual
[980] 52:38	grandson of of of Ephraim, yes, they
[981] 52:42	would still be in Egypt cuz Ephraim did
[982] 52:46	not send his his children back to
[983] 52:48	Canaan. Okay? Because there was no
[984] 52:50	conquest yet. There was they had not
[985] 52:52	taken the land. So it doesn't even make
[986] 52:55	sense to say that these are the
[987] 52:56	grandsons of of Ephraim. Okay. So or
[988] 53:01	grandsons of Joseph as it were.
[989] 53:04	So it doesn't even this doesn't even
[990] 53:05	make sense to to make that sort of claim
[991] 53:08	here.
[992] 53:10	So these this is after the conquest and
[993] 53:13	these are the clans of the conquest.
[994] 53:16	Okay. Now,
[995] 53:20	it the text is a little ambiguous here,
[996] 53:23	but you can still figure it out. It's
[997] 53:26	not the sons of Ephraim doing the
[998] 53:29	stealing here. And you'd only sort of
[999] 53:33	catch this if you cut the geographical
[1000] 53:35	cues here. And it says here in verse 21,
[1001] 53:40	whom the men of Gath who were born in
[1002] 53:41	the land because they came down, that's
[1003] 53:45	the key verse, key passages, came down,
[1004] 53:48	they descended to take their livestock.
[1005] 53:52	Now when we talk about the chafa and all
[1006] 53:55	this is taking place in the chafa,
[1007] 53:58	okay, you've only got you've got two
[1008] 54:00	high points in the land and a low point.
[1009] 54:03	The agricultural land is in the low
[1010] 54:05	point.
[1011] 54:07	The cities are in the high point.
[1012] 54:10	Okay. You have Gath on the western side
[1013] 54:14	of the chafa.
[1014] 54:16	The city of Gath is in the highlands of
[1015] 54:19	the chafala.
[1016] 54:22	So
[1017] 54:24	to reap to kill them,
[1018] 54:28	the ones that have to descend are the
[1019] 54:31	Gites here, not the Ephraimites.
[1020] 54:36	So
[1021] 54:39	So that's uh
[1022] 54:42	so it's not the sons of Ephraim that are
[1023] 54:44	doing the stealing here. It's the
[1024] 54:46	Gathites doing the stealing. It's just
[1025] 54:49	an am It's just a kind of ambiguously
[1026] 54:53	um written verse. Okay. But that's
[1027] 54:56	really who's doing the stealing here.
[1028] 54:58	It's the Gaffites doing the stealing,
[1029] 54:59	not the Ephraimites.
[1030] 55:01	Because you don't pasture your cattle in
[1031] 55:04	the highlands. That's not where you
[1032] 55:06	pasture your cattle. You pasture your
[1033] 55:07	cattle in the lowlands. So the cattle is
[1034] 55:09	in the lowlands. Okay?
[1035] 55:13	So they're coming down. The Gathites are
[1036] 55:15	coming down. They're stealing the cattle
[1037] 55:17	in the lowlands and they're having to go
[1038] 55:19	back up.
[1039] 55:22	So,
[1040] 55:26	so that's who's doing the stealing here,
[1041] 55:28	at least as we can best sort of figure
[1042] 55:30	out from the passage. As I said, it is a
[1043] 55:32	little ambiguous. Um, you might be able
[1044] 55:35	to make a case both ways, but I don't
[1045] 55:37	think it's the sons of Ephraim that are
[1046] 55:39	doing the stealing here because they're
